onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfC
5.5	4.5	FA	FfH
10.5	4.5	NR	NRfX
15.5	4.5	FA	FfC
20.5	4.5	FA	FfM
25.5	4.5	FA	FfH
30.5	4.5	NR	NRfX
35.5	4.5	FA	FfM
40.5	4.5	FA	FfM
45.5	4.5	FA	FfH
50.5	4.5	FA	FfF
55.5	4.5	Hit	HfF
60.5	4.5	Hit	HfH
65.5	4.5	FA	FfH
70.5	4.5	Hit	HfH
75.5	4.5	Hit	HfC
80.5	4.5	Hit	HfH
85.5	4.5	FA	FfF
90.5	4.5	Hit	HfC
95.5	4.5	Hit	HfF
100.5	4.5	FA	FfH
105.5	4.5	Hit	HfC
110.5	4.5	Hit	HfC
115.5	4.5	Hit	HfH
120.5	4.5	FA	FfH
125.5	4.5	FA	FfF
130.5	4.5	Hit	HfH
135.5	4.5	Hit	HfC
140.5	4.5	FA	FfC
145.5	4.5	FA	FfH
150.5	4.5	NR	NRfX
155.5	4.5	Hit	NRfX
160.5	4.5	Hit	HfH
165.5	4.5	Hit	HfH
170.5	4.5	FA	FfH
175.5	4.5	Hit	HfC
180.5	4.5	Hit	HfC
185.5	4.5	Hit	HfC
190.5	4.5	Hit	HfF
195.5	4.5	NR	NRfX
200.5	4.5	Hit	HfH
205.5	4.5	FA	FfC
210.5	4.5	FA	FfH
215.5	4.5	Hit	HfH
220.5	4.5	Hit	HfC
225.5	4.5	Hit	HfH
230.5	4.5	FA	NRfX
235.5	4.5	Hit	HfF
240.5	4.5	FA	FfF
245.5	4.5	Hit	HfC
250.5	4.5	Hit	HfC
255.5	4.5	Hit	HfH
260.5	4.5	Hit	HfF
265.5	4.5	FA	FfF
