onset	duration	trial_type_a	trial_type_b
0.5	3	FA	FpH
4.0	3	NR	NRpX
7.5	3	FA	FpF
11.0	3	Miss	MpF
14.5	3	Hit	HpF
18.0	3	CR	CpF
21.5	3	Hit	HpF
25.0	3	CR	CpH
28.5	3	Hit	HpH
32.0	3	CR	CpH
35.5	3	Hit	HpH
39.0	3	Hit	HpF
42.5	3	Hit	HpF
46.0	3	CR	CpH
49.5	3	Miss	MpH
53.0	3	NR	NRpX
56.5	3	FA	FpH
60.0	3	FA	FpH
63.5	3	Hit	HpF
67.0	3	Hit	HpH
70.5	3	NR	NRpX
74.0	3	Miss	MpH
77.5	3	Hit	HpH
81.0	3	FA	FpH
84.5	3	FA	FpH
88.0	3	CR	CpH
91.5	3	CR	CpH
95.0	3	Hit	HpF
98.5	3	FA	FpF
102.0	3	Hit	HpF
105.5	3	CR	CpH
109.0	3	FA	FpH
112.5	3	Hit	HpH
116.0	3	Hit	HpH
119.5	3	Hit	HpF
123.0	3	Hit	HpH
126.5	3	NR	NRpX
130.0	3	Miss	MpH
133.5	3	FA	FpH
137.0	3	FA	FpF
140.5	3	Hit	HpH
144.0	3	CR	CpH
147.5	3	CR	CpF
151.0	3	FA	FpH
154.5	3	CR	CpF
158.0	3	NR	NRpX
161.5	3	FA	FpH
165.0	3	CR	CpF
168.5	3	CR	CpH
172.0	3	FA	FpH
175.5	3	CR	CpH
179.0	3	Miss	MpH
182.5	3	Hit	HpF
186.0	3	Miss	MpH
189.5	3	Miss	MpH
193.0	3	FA	FpH
196.5	3	CR	CpF
200.0	3	Hit	HpF
203.5	3	Hit	HpF
207.0	3	FA	FpF
210.5	3	Hit	HpH
214.0	3	Miss	MpH
217.5	3	Hit	HpH
221.0	3	FA	FpH
224.5	3	Hit	HpH
228.0	3	FA	FpH
231.5	3	Miss	MpH
235.0	3	CR	CpH
238.5	3	Miss	MpH
242.0	3	FA	FpH
245.5	3	NR	NRpX
249.0	3	Miss	MpF
252.5	3	FA	FpF
256.0	3	FA	FpF
259.5	3	Hit	HpH
263.0	3	Miss	MpH
266.5	3	Hit	HpF
270.0	3	Miss	MpF
273.5	3	Miss	MpF
277.0	3	Hit	HpH
280.5	3	Miss	MpF
284.0	3	Miss	MpH
287.5	3	FA	FpF
291.0	3	FA	FpH
294.5	3	Hit	HpH
298.0	3	CR	CpF
301.5	3	Hit	HpF
305.0	3	FA	FpH
308.5	3	Miss	MpH
312.0	3	CR	CpF
315.5	3	Hit	HpH
319.0	3	Hit	HpH
322.5	3	Hit	HpH
326.0	3	Miss	MpF
329.5	3	CR	CpF
333.0	3	FA	FpF
336.5	3	FA	FpH
340.0	3	CR	CpF
343.5	3	Hit	HpH
347.0	3	Miss	MpF
350.5	3	Hit	HpH
354.0	3	FA	FpH
357.5	3	FA	FpF
361.0	3	Miss	MpF
364.5	3	NR	NRpX
368.0	3	FA	FpF
371.5	3	CR	CpF
375.0	3	NR	NRpX
