onset	duration	trial_type_a	trial_type_b
0.5	4.5	FA	FfM
5.5	4.5	Hit	HfH
10.5	4.5	NR	NRfX
15.5	4.5	Hit	HfM
20.5	4.5	FA	FfH
25.5	4.5	FA	FfM
30.5	4.5	Hit	HfH
35.5	4.5	Hit	HfH
40.5	4.5	FA	FfH
45.5	4.5	FA	FfH
50.5	4.5	Hit	HfC
55.5	4.5	Hit	HfM
60.5	4.5	Hit	HfM
65.5	4.5	Hit	HfF
70.5	4.5	NR	NRfX
75.5	4.5	NR	NRfX
80.5	4.5	Hit	HfH
85.5	4.5	Hit	HfF
90.5	4.5	Hit	HfF
95.5	4.5	FA	FfF
100.5	4.5	FA	FfH
105.5	4.5	FA	FfH
110.5	4.5	FA	FfF
115.5	4.5	FA	FfF
120.5	4.5	Hit	HfF
125.5	4.5	FA	FfF
130.5	4.5	FA	FfC
135.5	4.5	FA	FfH
140.5	4.5	FA	FfM
145.5	4.5	FA	FfM
150.5	4.5	Hit	HfC
155.5	4.5	Hit	HfF
160.5	4.5	Hit	HfH
165.5	4.5	FA	FfF
170.5	4.5	FA	FfF
175.5	4.5	FA	NRfX
180.5	4.5	NR	NRfX
185.5	4.5	FA	FfF
190.5	4.5	Hit	HfH
195.5	4.5	Hit	HfF
200.5	4.5	Hit	HfH
205.5	4.5	Hit	HfF
210.5	4.5	FA	FfF
215.5	4.5	FA	FfF
220.5	4.5	FA	FfF
225.5	4.5	FA	FfF
230.5	4.5	Hit	HfF
235.5	4.5	Hit	HfH
240.5	4.5	FA	FfF
245.5	4.5	FA	FfC
250.5	4.5	Hit	HfF
255.5	4.5	NR	NRfX
260.5	4.5	FA	FfH
265.5	4.5	FA	FfF
