onset	duration	trial_type_a	trial_type_b
0.5	3	FA	FpH
4.0	3	Hit	HpF
7.5	3	NR	NRpX
11.0	3	FA	FpH
14.5	3	Hit	HpH
18.0	3	Hit	HpH
21.5	3	FA	FpF
25.0	3	FA	FpF
28.5	3	FA	FpH
32.0	3	FA	FpF
35.5	3	FA	FpF
39.0	3	FA	FpF
42.5	3	Hit	HpF
46.0	3	FA	FpH
49.5	3	Hit	HpH
53.0	3	Hit	HpH
56.5	3	NR	NRpX
60.0	3	FA	FpF
63.5	3	CR	CpF
67.0	3	CR	CpF
70.5	3	FA	FpF
74.0	3	FA	FpH
77.5	3	NR	NRpX
81.0	3	FA	FpF
84.5	3	CR	CpH
88.0	3	Hit	HpH
91.5	3	Hit	HpH
95.0	3	Miss	MpH
98.5	3	Hit	HpH
102.0	3	CR	NRpX
105.5	3	Hit	HpF
109.0	3	NR	NRpX
112.5	3	NR	NRpX
116.0	3	CR	CpF
119.5	3	Miss	MpH
123.0	3	FA	FpF
126.5	3	CR	CpH
130.0	3	Hit	HpH
133.5	3	CR	CpF
137.0	3	Hit	HpH
140.5	3	FA	FpH
144.0	3	CR	CpH
147.5	3	NR	NRpX
151.0	3	CR	CpF
154.5	3	NR	NRpX
158.0	3	Hit	HpH
161.5	3	FA	FpH
165.0	3	Miss	MpH
168.5	3	Hit	HpH
172.0	3	Miss	MpH
175.5	3	FA	FpH
179.0	3	FA	FpH
182.5	3	FA	FpF
186.0	3	Hit	HpH
189.5	3	Hit	HpH
193.0	3	Hit	NRpX
196.5	3	Hit	HpH
200.0	3	FA	FpF
203.5	3	Hit	HpH
207.0	3	FA	FpH
210.5	3	Miss	MpH
214.0	3	FA	FpF
217.5	3	FA	FpF
221.0	3	CR	CpF
224.5	3	Hit	HpH
228.0	3	Hit	HpH
231.5	3	FA	FpH
235.0	3	Hit	HpF
238.5	3	FA	FpH
242.0	3	FA	FpF
245.5	3	FA	FpF
249.0	3	NR	NRpX
252.5	3	FA	FpF
256.0	3	CR	CpH
259.5	3	Hit	HpH
263.0	3	FA	FpF
266.5	3	CR	CpH
270.0	3	Hit	HpH
273.5	3	Hit	HpH
277.0	3	Hit	HpH
280.5	3	Miss	MpF
284.0	3	Miss	MpH
287.5	3	Hit	HpH
291.0	3	FA	FpF
294.5	3	Miss	MpF
298.0	3	Hit	HpF
301.5	3	FA	FpH
305.0	3	Hit	HpH
308.5	3	CR	CpF
312.0	3	Miss	MpH
315.5	3	FA	FpF
319.0	3	Hit	HpF
322.5	3	FA	FpF
326.0	3	FA	FpF
329.5	3	Hit	HpH
333.0	3	FA	FpH
336.5	3	FA	FpF
340.0	3	Hit	HpH
343.5	3	FA	FpH
347.0	3	Hit	HpH
350.5	3	Hit	HpH
354.0	3	FA	FpF
357.5	3	Hit	HpH
361.0	3	Hit	HpF
364.5	3	CR	CpF
368.0	3	Hit	HpH
371.5	3	Hit	HpH
375.0	3	Hit	HpH
