onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfH
5.5	4.5	Hit	HfH
10.5	4.5	FA	FfH
15.5	4.5	Hit	HfF
20.5	4.5	FA	FfH
25.5	4.5	NR	NRfX
30.5	4.5	FA	FfM
35.5	4.5	FA	FfM
40.5	4.5	FA	FfH
45.5	4.5	FA	FfH
50.5	4.5	Hit	HfC
55.5	4.5	FA	FfH
60.5	4.5	FA	FfF
65.5	4.5	FA	FfC
70.5	4.5	FA	FfM
75.5	4.5	Hit	HfC
80.5	4.5	FA	FfH
85.5	4.5	Hit	HfM
90.5	4.5	Hit	HfF
95.5	4.5	Hit	HfH
100.5	4.5	FA	FfH
105.5	4.5	FA	FfH
110.5	4.5	Hit	HfF
115.5	4.5	FA	FfF
120.5	4.5	FA	FfF
125.5	4.5	FA	FfH
130.5	4.5	Hit	HfH
135.5	4.5	FA	FfH
140.5	4.5	FA	FfH
145.5	4.5	NR	NRfX
150.5	4.5	Hit	HfC
155.5	4.5	FA	FfF
160.5	4.5	Hit	HfC
165.5	4.5	Hit	HfC
170.5	4.5	FA	FfF
175.5	4.5	Hit	HfF
180.5	4.5	FA	FfH
185.5	4.5	FA	FfC
190.5	4.5	Hit	HfC
195.5	4.5	Hit	HfH
200.5	4.5	Hit	HfH
205.5	4.5	FA	FfH
210.5	4.5	FA	FfH
215.5	4.5	Hit	HfH
220.5	4.5	FA	FfF
225.5	4.5	FA	FfM
230.5	4.5	NR	NRfX
235.5	4.5	FA	FfF
240.5	4.5	FA	FfF
245.5	4.5	NR	NRfX
250.5	4.5	FA	FfH
255.5	4.5	Hit	HfH
260.5	4.5	FA	FfH
265.5	4.5	Hit	HfF
