onset	duration	trial_type_a	trial_type_b
0.5	3	CR	CpH
4.0	3	Hit	HpH
7.5	3	FA	FpH
11.0	3	Hit	HpH
14.5	3	Hit	HpF
18.0	3	FA	FpF
21.5	3	FA	FpH
25.0	3	Hit	HpF
28.5	3	Hit	HpF
32.0	3	Hit	HpF
35.5	3	Hit	HpF
39.0	3	CR	CpH
42.5	3	NR	NRpX
46.0	3	CR	CpH
49.5	3	Hit	HpF
53.0	3	Miss	MpH
56.5	3	CR	CpH
60.0	3	CR	CpH
63.5	3	CR	CpH
67.0	3	FA	FpH
70.5	3	CR	CpH
74.0	3	FA	FpH
77.5	3	Hit	HpH
81.0	3	FA	FpH
84.5	3	Hit	HpF
88.0	3	Miss	MpF
91.5	3	Hit	HpF
95.0	3	FA	FpF
98.5	3	FA	FpH
102.0	3	FA	FpF
105.5	3	CR	CpH
109.0	3	NR	NRpX
112.5	3	Hit	HpH
116.0	3	FA	FpH
119.5	3	Hit	HpF
123.0	3	Hit	HpH
126.5	3	FA	FpF
130.0	3	CR	CpH
133.5	3	Hit	HpH
137.0	3	FA	FpF
140.5	3	FA	FpF
144.0	3	FA	FpH
147.5	3	Hit	HpF
151.0	3	Hit	HpH
154.5	3	NR	NRpX
158.0	3	Hit	HpH
161.5	3	FA	FpH
165.0	3	Hit	HpH
168.5	3	Hit	NRpX
172.0	3	FA	FpF
175.5	3	Hit	HpH
179.0	3	Hit	HpH
182.5	3	NR	NRpX
186.0	3	Miss	MpH
189.5	3	Hit	HpH
193.0	3	CR	CpH
196.5	3	FA	FpF
200.0	3	Hit	HpH
203.5	3	FA	FpH
207.0	3	NR	NRpX
210.5	3	Hit	HpH
214.0	3	CR	CpH
217.5	3	Hit	HpF
221.0	3	Hit	HpF
224.5	3	CR	CpH
228.0	3	Hit	HpF
231.5	3	Hit	HpH
235.0	3	FA	FpF
238.5	3	CR	CpH
242.0	3	FA	FpF
245.5	3	Hit	HpH
249.0	3	FA	FpH
252.5	3	CR	CpH
256.0	3	Miss	MpF
259.5	3	NR	NRpX
263.0	3	CR	CpF
266.5	3	CR	CpH
270.0	3	FA	FpH
273.5	3	Hit	HpF
277.0	3	Hit	HpH
280.5	3	Miss	MpF
284.0	3	NR	NRpX
287.5	3	FA	FpH
291.0	3	CR	CpH
294.5	3	CR	CpH
298.0	3	Hit	HpH
301.5	3	FA	FpH
305.0	3	FA	FpH
308.5	3	Hit	HpH
312.0	3	FA	FpH
315.5	3	Hit	HpF
319.0	3	Hit	HpF
322.5	3	Miss	MpF
326.0	3	Miss	MpH
329.5	3	CR	CpH
333.0	3	Hit	HpH
336.5	3	Hit	HpF
340.0	3	Hit	HpF
343.5	3	CR	CpH
347.0	3	Miss	MpF
350.5	3	Hit	HpF
354.0	3	Hit	HpH
357.5	3	Hit	HpF
361.0	3	Hit	HpF
364.5	3	Hit	HpH
368.0	3	FA	FpH
371.5	3	NR	NRpX
375.0	3	FA	FpF
