onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfH
5.5	4.5	Hit	HfC
10.5	4.5	FA	FfC
15.5	4.5	Hit	HfC
20.5	4.5	Hit	HfH
25.5	4.5	FA	FfH
30.5	4.5	Hit	HfH
35.5	4.5	FA	FfC
40.5	4.5	Hit	HfC
45.5	4.5	Hit	HfH
50.5	4.5	Hit	HfH
55.5	4.5	FA	FfM
60.5	4.5	Hit	HfH
65.5	4.5	NR	NRfX
70.5	4.5	Hit	HfF
75.5	4.5	Hit	HfC
80.5	4.5	FA	FfF
85.5	4.5	FA	FfH
90.5	4.5	Hit	HfH
95.5	4.5	Hit	HfF
100.5	4.5	Hit	HfC
105.5	4.5	Hit	HfF
110.5	4.5	Hit	HfC
115.5	4.5	Hit	HfC
120.5	4.5	Hit	HfC
125.5	4.5	Hit	HfC
130.5	4.5	Hit	HfH
135.5	4.5	FA	FfH
140.5	4.5	FA	FfC
145.5	4.5	Hit	HfC
150.5	4.5	Hit	HfC
155.5	4.5	FA	FfM
160.5	4.5	NR	NRfX
165.5	4.5	FA	FfF
170.5	4.5	Hit	HfH
175.5	4.5	Hit	HfH
180.5	4.5	Hit	HfH
185.5	4.5	FA	FfM
190.5	4.5	NR	NRfX
195.5	4.5	Hit	HfH
200.5	4.5	Hit	HfC
205.5	4.5	Hit	HfH
210.5	4.5	Hit	HfC
215.5	4.5	Hit	HfH
220.5	4.5	FA	FfF
225.5	4.5	FA	FfF
230.5	4.5	Hit	HfF
235.5	4.5	FA	FfH
240.5	4.5	NR	NRfX
245.5	4.5	Hit	HfF
250.5	4.5	Hit	HfH
255.5	4.5	Hit	HfH
260.5	4.5	Hit	HfC
265.5	4.5	FA	FfH
