onset	duration	trial_type_a	trial_type_b
0.5	4.5	FA	FfF
5.5	4.5	FA	FfF
10.5	4.5	Hit	HfH
15.5	4.5	FA	FfF
20.5	4.5	Hit	HfH
25.5	4.5	NR	NRfX
30.5	4.5	FA	FfF
35.5	4.5	FA	FfF
40.5	4.5	Hit	HfF
45.5	4.5	Hit	HfH
50.5	4.5	FA	FfF
55.5	4.5	Hit	HfM
60.5	4.5	FA	FfC
65.5	4.5	Hit	HfF
70.5	4.5	Hit	HfF
75.5	4.5	FA	FfF
80.5	4.5	Hit	HfH
85.5	4.5	Hit	HfH
90.5	4.5	FA	FfH
95.5	4.5	Hit	HfH
100.5	4.5	Hit	HfH
105.5	4.5	FA	FfH
110.5	4.5	NR	NRfX
115.5	4.5	NR	NRfX
120.5	4.5	Hit	HfH
125.5	4.5	FA	FfH
130.5	4.5	Hit	HfH
135.5	4.5	FA	FfC
140.5	4.5	FA	FfF
145.5	4.5	Hit	HfH
150.5	4.5	FA	FfF
155.5	4.5	FA	FfH
160.5	4.5	FA	FfC
165.5	4.5	Hit	HfM
170.5	4.5	Hit	HfH
175.5	4.5	Hit	HfC
180.5	4.5	Hit	HfM
185.5	4.5	Hit	HfH
190.5	4.5	FA	FfF
195.5	4.5	FA	FfM
200.5	4.5	Hit	HfH
205.5	4.5	Hit	HfF
210.5	4.5	FA	FfF
215.5	4.5	FA	FfF
220.5	4.5	Hit	HfH
225.5	4.5	FA	FfC
230.5	4.5	Hit	HfC
235.5	4.5	FA	FfC
240.5	4.5	Hit	HfF
245.5	4.5	Hit	HfH
250.5	4.5	FA	FfM
255.5	4.5	Hit	HfC
260.5	4.5	NR	NRfX
265.5	4.5	FA	FfC
