onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfH
5.5	4.5	NR	NRfX
10.5	4.5	FA	FfF
15.5	4.5	Hit	HfM
20.5	4.5	Hit	HfC
25.5	4.5	FA	FfC
30.5	4.5	Hit	HfH
35.5	4.5	Hit	HfH
40.5	4.5	Hit	HfF
45.5	4.5	Hit	HfH
50.5	4.5	Hit	HfH
55.5	4.5	Hit	HfC
60.5	4.5	Hit	NRfX
65.5	4.5	Hit	HfH
70.5	4.5	NR	NRfX
75.5	4.5	FA	FfM
80.5	4.5	Hit	HfC
85.5	4.5	Hit	HfF
90.5	4.5	Hit	HfF
95.5	4.5	Hit	HfC
100.5	4.5	FA	FfC
105.5	4.5	Hit	HfC
110.5	4.5	Hit	HfM
115.5	4.5	Hit	HfF
120.5	4.5	Hit	HfC
125.5	4.5	Hit	HfH
130.5	4.5	Hit	HfH
135.5	4.5	Hit	HfH
140.5	4.5	NR	NRfX
145.5	4.5	Hit	HfH
150.5	4.5	Hit	HfF
155.5	4.5	FA	FfF
160.5	4.5	Hit	HfC
165.5	4.5	Hit	HfC
170.5	4.5	Hit	HfH
175.5	4.5	FA	FfF
180.5	4.5	Hit	HfF
185.5	4.5	Hit	HfM
190.5	4.5	Hit	HfF
195.5	4.5	Hit	HfH
200.5	4.5	Hit	HfF
205.5	4.5	Hit	HfH
210.5	4.5	NR	NRfX
215.5	4.5	Hit	HfF
220.5	4.5	Hit	HfC
225.5	4.5	Hit	HfF
230.5	4.5	Hit	HfH
235.5	4.5	NR	NRfX
240.5	4.5	Hit	HfM
245.5	4.5	Hit	HfM
250.5	4.5	Hit	HfH
255.5	4.5	Hit	HfM
260.5	4.5	FA	FfF
265.5	4.5	Hit	HfH
