onset	duration	trial_type_a	trial_type_b
0.5	4.5	FA	FfH
5.5	4.5	FA	FfC
10.5	4.5	Hit	HfH
15.5	4.5	Hit	HfF
20.5	4.5	FA	FfF
25.5	4.5	Hit	HfH
30.5	4.5	FA	FfF
35.5	4.5	Hit	HfC
40.5	4.5	FA	FfM
45.5	4.5	FA	FfF
50.5	4.5	FA	NRfX
55.5	4.5	Hit	HfH
60.5	4.5	FA	FfF
65.5	4.5	FA	FfC
70.5	4.5	FA	FfM
75.5	4.5	Hit	HfC
80.5	4.5	FA	FfF
85.5	4.5	Hit	HfM
90.5	4.5	Hit	HfH
95.5	4.5	Hit	HfC
100.5	4.5	FA	FfH
105.5	4.5	FA	FfH
110.5	4.5	FA	FfF
115.5	4.5	FA	FfF
120.5	4.5	NR	NRfX
125.5	4.5	FA	FfF
130.5	4.5	FA	FfH
135.5	4.5	NR	NRfX
140.5	4.5	FA	FfF
145.5	4.5	Hit	HfM
150.5	4.5	FA	FfH
155.5	4.5	NR	NRfX
160.5	4.5	FA	FfH
165.5	4.5	Hit	HfM
170.5	4.5	FA	FfM
175.5	4.5	FA	FfF
180.5	4.5	FA	FfH
185.5	4.5	FA	FfH
190.5	4.5	FA	FfH
195.5	4.5	Hit	HfH
200.5	4.5	Hit	HfC
205.5	4.5	Hit	HfH
210.5	4.5	FA	FfF
215.5	4.5	FA	FfF
220.5	4.5	Hit	HfH
225.5	4.5	FA	FfM
230.5	4.5	FA	FfF
235.5	4.5	FA	FfH
240.5	4.5	NR	NRfX
245.5	4.5	Hit	HfH
250.5	4.5	Hit	HfH
255.5	4.5	FA	FfM
260.5	4.5	Hit	HfF
265.5	4.5	Hit	HfH
