onset	duration	trial_type_a	trial_type_b
0.5	4.5	FA	FfH
5.5	4.5	Hit	HfH
10.5	4.5	Hit	HfF
15.5	4.5	FA	FfC
20.5	4.5	FA	FfH
25.5	4.5	Hit	HfH
30.5	4.5	Hit	HfF
35.5	4.5	Hit	HfH
40.5	4.5	FA	FfH
45.5	4.5	FA	FfF
50.5	4.5	FA	FfF
55.5	4.5	Hit	HfF
60.5	4.5	FA	FfH
65.5	4.5	FA	FfC
70.5	4.5	Hit	HfH
75.5	4.5	NR	NRfX
80.5	4.5	Hit	HfH
85.5	4.5	Hit	HfF
90.5	4.5	NR	NRfX
95.5	4.5	FA	FfF
100.5	4.5	FA	FfH
105.5	4.5	Hit	HfH
110.5	4.5	FA	FfC
115.5	4.5	FA	FfF
120.5	4.5	Hit	HfC
125.5	4.5	FA	FfH
130.5	4.5	FA	FfM
135.5	4.5	Hit	HfH
140.5	4.5	FA	FfC
145.5	4.5	Hit	HfH
150.5	4.5	Hit	HfM
155.5	4.5	Hit	HfF
160.5	4.5	FA	FfC
165.5	4.5	FA	FfF
170.5	4.5	Hit	HfF
175.5	4.5	FA	FfH
180.5	4.5	FA	FfM
185.5	4.5	Hit	HfF
190.5	4.5	Hit	HfM
195.5	4.5	Hit	HfF
200.5	4.5	Hit	HfC
205.5	4.5	Hit	HfF
210.5	4.5	FA	FfF
215.5	4.5	FA	FfH
220.5	4.5	FA	FfM
225.5	4.5	NR	NRfX
230.5	4.5	FA	FfF
235.5	4.5	Hit	HfF
240.5	4.5	Hit	HfC
245.5	4.5	FA	FfF
250.5	4.5	NR	NRfX
255.5	4.5	Hit	HfH
260.5	4.5	FA	FfH
265.5	4.5	Hit	HfH
