onset	duration	trial_type_a	trial_type_b
0.5	3	Hit	HpH
4.0	3	FA	NRpX
7.5	3	Hit	HpH
11.0	3	FA	FpH
14.5	3	FA	FpF
18.0	3	Hit	HpH
21.5	3	NR	NRpX
25.0	3	Hit	HpH
28.5	3	NR	NRpX
32.0	3	Hit	HpH
35.5	3	FA	FpH
39.0	3	Hit	HpH
42.5	3	Hit	NRpX
46.0	3	NR	NRpX
49.5	3	Hit	HpH
53.0	3	FA	FpH
56.5	3	Hit	HpH
60.0	3	FA	FpH
63.5	3	Miss	MpF
67.0	3	CR	CpH
70.5	3	Hit	HpH
74.0	3	CR	CpH
77.5	3	FA	FpF
81.0	3	NR	NRpX
84.5	3	Hit	HpH
88.0	3	Hit	HpF
91.5	3	FA	FpF
95.0	3	Hit	HpH
98.5	3	Hit	HpH
102.0	3	FA	FpF
105.5	3	FA	FpF
109.0	3	Hit	HpF
112.5	3	Hit	HpH
116.0	3	CR	CpF
119.5	3	Miss	MpH
123.0	3	Miss	MpF
126.5	3	Hit	HpF
130.0	3	FA	FpF
133.5	3	Hit	HpF
137.0	3	FA	FpH
140.5	3	FA	FpH
144.0	3	FA	FpF
147.5	3	CR	CpH
151.0	3	Miss	MpH
154.5	3	FA	FpF
158.0	3	FA	FpH
161.5	3	FA	FpF
165.0	3	FA	FpH
168.5	3	CR	CpF
172.0	3	Hit	HpH
175.5	3	FA	FpH
179.0	3	Hit	HpH
182.5	3	Hit	HpH
186.0	3	CR	CpH
189.5	3	Miss	MpH
193.0	3	FA	FpH
196.5	3	Hit	HpF
200.0	3	Hit	HpH
203.5	3	Hit	HpF
207.0	3	Hit	HpH
210.5	3	FA	FpF
214.0	3	NR	NRpX
217.5	3	Hit	HpH
221.0	3	Hit	HpH
224.5	3	Hit	HpH
228.0	3	FA	FpH
231.5	3	Hit	HpF
235.0	3	Hit	HpH
238.5	3	NR	NRpX
242.0	3	FA	FpF
245.5	3	CR	CpH
249.0	3	Hit	HpH
252.5	3	FA	FpF
256.0	3	Hit	HpH
259.5	3	FA	FpH
263.0	3	CR	CpH
266.5	3	NR	NRpX
270.0	3	FA	FpH
273.5	3	FA	FpH
277.0	3	Hit	HpF
280.5	3	FA	FpH
284.0	3	NR	NRpX
287.5	3	CR	CpH
291.0	3	Hit	HpH
294.5	3	Hit	HpH
298.0	3	FA	FpH
301.5	3	FA	FpF
305.0	3	FA	FpF
308.5	3	FA	FpH
312.0	3	Hit	HpH
315.5	3	Miss	MpF
319.0	3	FA	FpH
322.5	3	CR	CpH
326.0	3	FA	FpH
329.5	3	FA	FpF
333.0	3	Hit	HpH
336.5	3	FA	FpF
340.0	3	CR	CpH
343.5	3	FA	FpH
347.0	3	Hit	HpH
350.5	3	Hit	HpH
354.0	3	Hit	HpH
357.5	3	Hit	HpH
361.0	3	Hit	HpH
364.5	3	FA	FpH
368.0	3	FA	FpH
371.5	3	FA	FpF
375.0	3	FA	FpF
