onset	duration	trial_type_a	trial_type_b
0.5	3	RpMiss	RpCMpF
4.0	3	RpFA	RpFpF
7.5	3	RpMiss	RpCMpF
11.0	3	RpFA	RpFpF
14.5	3	RpFA	RpFpF
18.0	3	RpFA	RpFpH
21.5	3	RpFA	RpFpF
25.0	3	RpFA	RpFpH
28.5	3	RpFA	RpFpH
32.0	3	RpFA	RpFpH
35.5	3	RpFA	RpFpH
39.0	3	RpFA	RpFpF
42.5	3	RpFA	RpFpF
46.0	3	RpMiss	RpCMpH
49.5	3	RpHit	RpHpH
53.0	3	RpHit	RpHpH
56.5	3	RpFA	RpFpH
60.0	3	RpFA	RpFpF
63.5	3	RpHit	RpHpH
67.0	3	RpMiss	RpCMpF
70.5	3	RpHit	RpHpH
74.0	3	RpFA	RpFpF
77.5	3	RpHit	RpHpH
81.0	3	RpHit	RpHpF
84.5	3	NR	NRpXpX
88.0	3	RpFA	RpFpH
91.5	3	RpFA	RpFpF
95.0	3	RpFA	RpFpH
98.5	3	RpHit	RpHpF
102.0	3	RpHit	RpHpH
105.5	3	RpFA	RpFpH
109.0	3	RpHit	RpHpH
112.5	3	RpHit	RpHpH
116.0	3	RpHit	RpHpH
119.5	3	RpFA	RpFpH
123.0	3	RpFA	RpFpF
126.5	3	RpHit	RpHpH
130.0	3	RpHit	RpHpH
133.5	3	NR	NRpXpX
137.0	3	RpCR	RpCMpH
140.5	3	RpHit	RpHpH
144.0	3	RpHit	RpHpH
147.5	3	RpCR	RpCMpH
151.0	3	NR	NRpXpX
154.5	3	RpMiss	RpCMpH
158.0	3	RpFA	RpFpH
161.5	3	RpCR	RpCMpF
165.0	3	RpHit	RpHpH
168.5	3	RpFA	RpFpH
172.0	3	RpFA	RpFpH
175.5	3	RpHit	RpHpH
179.0	3	RpFA	RpFpF
182.5	3	RpHit	RpHpH
186.0	3	RpHit	RpHpH
189.5	3	RpCR	RpCMpH
193.0	3	RpHit	RpHpH
196.5	3	RpHit	RpHpH
200.0	3	RpMiss	RpCMpF
203.5	3	RpMiss	RpCMpH
207.0	3	RpFA	RpFpH
210.5	3	RpHit	RpHpH
214.0	3	RpHit	RpHpH
217.5	3	RpFA	RpFpH
221.0	3	RpFA	RpFpF
224.5	3	RpMiss	RpCMpH
228.0	3	RpCR	RpCMpF
231.5	3	RpHit	RpHpH
235.0	3	RpCR	RpCMpF
238.5	3	RpHit	RpHpH
242.0	3	RpFA	RpFpH
245.5	3	RpHit	RpHpH
249.0	3	RpHit	RpHpF
252.5	3	RpHit	RpHpF
256.0	3	RpHit	RpHpF
259.5	3	RpHit	RpHpH
263.0	3	NR	NRpXpX
266.5	3	RpHit	RpHpH
270.0	3	RpMiss	RpCMpH
273.5	3	RpHit	RpHpH
277.0	3	RpMiss	RpCMpH
280.5	3	RpHit	RpHpF
284.0	3	RpHit	RpHpF
287.5	3	RpHit	RpHpH
291.0	3	RpFA	RpFpF
294.5	3	RpMiss	RpCMpH
298.0	3	RpFA	RpFpH
301.5	3	RpHit	RpHpH
305.0	3	RpHit	RpHpH
308.5	3	RpFA	RpFpF
312.0	3	RpHit	RpHpH
315.5	3	RpFA	RpFpF
319.0	3	RpHit	RpHpF
322.5	3	RpMiss	RpCMpH
326.0	3	RpFA	RpFpH
329.5	3	RpHit	RpHpH
333.0	3	RpMiss	RpCMpF
336.5	3	RpMiss	RpCMpH
340.0	3	RpHit	RpHpH
343.5	3	RpHit	RpHpH
347.0	3	RpHit	RpHpH
350.5	3	RpFA	RpFpH
354.0	3	RpHit	RpHpH
357.5	3	RpHit	RpHpH
