onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfF
5.5	4.5	FA	FfF
10.5	4.5	FA	FfH
15.5	4.5	FA	NRfX
20.5	4.5	Hit	HfF
25.5	4.5	FA	FfF
30.5	4.5	FA	FfH
35.5	4.5	FA	FfF
40.5	4.5	Hit	HfH
45.5	4.5	Hit	HfF
50.5	4.5	Hit	HfH
55.5	4.5	FA	FfF
60.5	4.5	Hit	HfF
65.5	4.5	Hit	HfH
70.5	4.5	FA	FfH
75.5	4.5	Hit	HfH
80.5	4.5	FA	FfF
85.5	4.5	Hit	HfM
90.5	4.5	Hit	HfF
95.5	4.5	Hit	HfM
100.5	4.5	NR	NRfX
105.5	4.5	Hit	HfH
110.5	4.5	Hit	HfH
115.5	4.5	Hit	HfC
120.5	4.5	FA	FfF
125.5	4.5	FA	FfF
130.5	4.5	FA	FfH
135.5	4.5	FA	NRfX
140.5	4.5	NR	NRfX
145.5	4.5	Hit	HfH
150.5	4.5	Hit	HfH
155.5	4.5	Hit	HfM
160.5	4.5	Hit	HfF
165.5	4.5	NR	NRfX
170.5	4.5	Hit	HfH
175.5	4.5	Hit	HfH
180.5	4.5	Hit	HfF
185.5	4.5	FA	FfM
190.5	4.5	Hit	HfF
195.5	4.5	NR	NRfX
200.5	4.5	FA	FfH
205.5	4.5	Hit	HfH
210.5	4.5	Hit	HfH
215.5	4.5	Hit	HfH
220.5	4.5	Hit	HfC
225.5	4.5	Hit	HfF
230.5	4.5	FA	FfF
235.5	4.5	NR	NRfX
240.5	4.5	Hit	HfH
245.5	4.5	FA	FfH
250.5	4.5	Hit	HfH
255.5	4.5	Hit	HfH
260.5	4.5	FA	FfH
265.5	4.5	Hit	HfC
