onset	duration	trial_type_a	trial_type_b
0.5	4.5	NR	NRfX
5.5	4.5	Hit	HfM
10.5	4.5	FA	FfF
15.5	4.5	FA	FfF
20.5	4.5	FA	FfF
25.5	4.5	NR	NRfX
30.5	4.5	Hit	HfH
35.5	4.5	Hit	HfH
40.5	4.5	FA	FfH
45.5	4.5	Hit	HfH
50.5	4.5	Hit	HfC
55.5	4.5	Hit	HfM
60.5	4.5	Hit	HfH
65.5	4.5	FA	FfF
70.5	4.5	Hit	HfF
75.5	4.5	Hit	HfH
80.5	4.5	Hit	HfC
85.5	4.5	Hit	HfF
90.5	4.5	Hit	HfH
95.5	4.5	Hit	HfH
100.5	4.5	Hit	HfH
105.5	4.5	FA	FfH
110.5	4.5	NR	NRfX
115.5	4.5	Hit	HfM
120.5	4.5	Hit	HfH
125.5	4.5	Hit	HfF
130.5	4.5	Hit	HfF
135.5	4.5	Hit	HfF
140.5	4.5	FA	FfC
145.5	4.5	Hit	HfF
150.5	4.5	Hit	HfH
155.5	4.5	NR	NRfX
160.5	4.5	FA	FfM
165.5	4.5	Hit	HfF
170.5	4.5	Hit	HfH
175.5	4.5	Hit	HfH
180.5	4.5	Hit	HfH
185.5	4.5	Hit	HfF
190.5	4.5	FA	FfM
195.5	4.5	FA	FfC
200.5	4.5	FA	FfH
205.5	4.5	FA	FfH
210.5	4.5	Hit	HfM
215.5	4.5	Hit	HfH
220.5	4.5	Hit	HfH
225.5	4.5	Hit	HfF
230.5	4.5	Hit	HfH
235.5	4.5	FA	FfF
240.5	4.5	Hit	HfF
245.5	4.5	FA	FfF
250.5	4.5	Hit	HfH
255.5	4.5	Hit	HfH
260.5	4.5	FA	FfF
265.5	4.5	Hit	HfH
