onset	duration	trial_type_a	trial_type_b
0.5	3	Hit	HpH
4.0	3	FA	FpF
7.5	3	FA	FpH
11.0	3	FA	FpH
14.5	3	Hit	HpH
18.0	3	Miss	MpH
21.5	3	Miss	MpH
25.0	3	FA	FpH
28.5	3	NR	NRpX
32.0	3	Miss	MpH
35.5	3	Hit	HpH
39.0	3	FA	FpH
42.5	3	CR	CpF
46.0	3	FA	FpH
49.5	3	Hit	HpH
53.0	3	Hit	HpH
56.5	3	CR	CpH
60.0	3	FA	FpF
63.5	3	Hit	HpH
67.0	3	CR	CpF
70.5	3	FA	FpH
74.0	3	FA	FpH
77.5	3	Hit	HpH
81.0	3	FA	FpH
84.5	3	CR	CpF
88.0	3	FA	FpF
91.5	3	Miss	MpF
95.0	3	Hit	HpH
98.5	3	Miss	MpH
102.0	3	Hit	HpH
105.5	3	Hit	HpH
109.0	3	CR	CpF
112.5	3	FA	FpH
116.0	3	FA	FpH
119.5	3	FA	FpH
123.0	3	Hit	HpH
126.5	3	NR	NRpX
130.0	3	CR	CpF
133.5	3	FA	FpH
137.0	3	Hit	HpH
140.5	3	FA	FpH
144.0	3	FA	FpH
147.5	3	FA	FpH
151.0	3	FA	FpH
154.5	3	FA	FpF
158.0	3	Hit	HpH
161.5	3	FA	FpH
165.0	3	CR	CpH
168.5	3	CR	CpH
172.0	3	Hit	HpH
175.5	3	Hit	HpH
179.0	3	Miss	MpH
182.5	3	CR	CpF
186.0	3	Miss	MpF
189.5	3	Hit	HpH
193.0	3	FA	FpF
196.5	3	Hit	HpH
200.0	3	Hit	HpH
203.5	3	Hit	HpH
207.0	3	Hit	HpH
210.5	3	FA	FpF
214.0	3	Hit	HpH
217.5	3	CR	CpH
221.0	3	Hit	HpF
224.5	3	CR	CpF
228.0	3	Hit	HpH
231.5	3	Hit	HpF
235.0	3	CR	CpH
238.5	3	Miss	MpH
242.0	3	CR	CpH
245.5	3	Hit	HpF
249.0	3	FA	FpF
252.5	3	Hit	HpH
256.0	3	FA	FpF
259.5	3	Hit	HpH
263.0	3	CR	CpF
266.5	3	Miss	MpF
270.0	3	FA	FpF
273.5	3	Miss	MpH
277.0	3	CR	CpF
280.5	3	Hit	HpH
284.0	3	Miss	MpH
287.5	3	NR	NRpX
291.0	3	FA	FpH
294.5	3	CR	CpH
298.0	3	Hit	HpH
301.5	3	CR	CpH
305.0	3	Hit	HpH
308.5	3	FA	FpF
312.0	3	Hit	HpH
315.5	3	NR	NRpX
319.0	3	NR	NRpX
322.5	3	FA	FpF
326.0	3	Hit	HpH
329.5	3	NR	NRpX
333.0	3	NR	NRpX
336.5	3	FA	FpF
340.0	3	Miss	MpF
343.5	3	FA	FpF
347.0	3	CR	CpH
350.5	3	FA	FpH
354.0	3	Hit	HpF
357.5	3	Hit	HpF
361.0	3	Hit	HpH
364.5	3	Hit	HpH
368.0	3	FA	FpF
371.5	3	FA	FpF
375.0	3	NR	NRpX
