onset	duration	trial_type_a	trial_type_b
0.5	4.5	FA	FfH
5.5	4.5	Hit	HfC
10.5	4.5	Hit	HfC
15.5	4.5	Hit	HfM
20.5	4.5	FA	FfM
25.5	4.5	Hit	HfC
30.5	4.5	Hit	HfC
35.5	4.5	Hit	HfH
40.5	4.5	Hit	HfM
45.5	4.5	FA	FfF
50.5	4.5	Hit	HfC
55.5	4.5	FA	FfC
60.5	4.5	FA	FfC
65.5	4.5	FA	FfF
70.5	4.5	FA	FfH
75.5	4.5	Hit	HfM
80.5	4.5	Hit	HfF
85.5	4.5	NR	NRfX
90.5	4.5	Hit	HfF
95.5	4.5	Hit	HfH
100.5	4.5	FA	FfF
105.5	4.5	Hit	HfC
110.5	4.5	Hit	HfC
115.5	4.5	FA	FfM
120.5	4.5	NR	NRfX
125.5	4.5	Hit	HfH
130.5	4.5	Hit	HfF
135.5	4.5	NR	NRfX
140.5	4.5	FA	FfF
145.5	4.5	FA	FfC
150.5	4.5	NR	NRfX
155.5	4.5	NR	NRfX
160.5	4.5	FA	FfM
165.5	4.5	FA	FfF
170.5	4.5	FA	FfH
175.5	4.5	FA	FfH
180.5	4.5	NR	NRfX
185.5	4.5	Hit	HfC
190.5	4.5	Hit	HfC
195.5	4.5	NR	NRfX
200.5	4.5	Hit	HfC
205.5	4.5	FA	FfF
210.5	4.5	FA	FfF
215.5	4.5	FA	FfH
220.5	4.5	FA	FfH
225.5	4.5	Hit	HfH
230.5	4.5	Hit	NRfX
235.5	4.5	NR	NRfX
240.5	4.5	FA	FfC
245.5	4.5	NR	NRfX
250.5	4.5	FA	FfC
255.5	4.5	NR	NRfX
260.5	4.5	Hit	HfC
265.5	4.5	Hit	HfH
