onset	duration	trial_type_a	trial_type_b
0.5	4.5	FA	FfF
5.5	4.5	FA	FfC
10.5	4.5	FA	FfF
15.5	4.5	FA	FfH
20.5	4.5	Hit	HfC
25.5	4.5	Hit	HfH
30.5	4.5	Hit	HfC
35.5	4.5	NR	NRfX
40.5	4.5	FA	FfC
45.5	4.5	Hit	HfC
50.5	4.5	FA	FfF
55.5	4.5	FA	FfF
60.5	4.5	Hit	HfH
65.5	4.5	NR	NRfX
70.5	4.5	NR	NRfX
75.5	4.5	Hit	HfC
80.5	4.5	NR	NRfX
85.5	4.5	NR	NRfX
90.5	4.5	Hit	NRfX
95.5	4.5	Hit	HfH
100.5	4.5	FA	FfM
105.5	4.5	FA	FfM
110.5	4.5	NR	NRfX
115.5	4.5	FA	FfF
120.5	4.5	Hit	HfH
125.5	4.5	Hit	HfC
130.5	4.5	FA	FfC
135.5	4.5	FA	FfC
140.5	4.5	FA	FfF
145.5	4.5	FA	FfM
150.5	4.5	NR	NRfX
155.5	4.5	FA	FfC
160.5	4.5	FA	FfF
165.5	4.5	FA	FfH
170.5	4.5	Hit	HfF
175.5	4.5	FA	FfF
180.5	4.5	FA	FfH
185.5	4.5	Hit	HfF
190.5	4.5	Hit	HfF
195.5	4.5	Hit	HfF
200.5	4.5	Hit	HfC
205.5	4.5	FA	FfF
210.5	4.5	NR	NRfX
215.5	4.5	Hit	HfH
220.5	4.5	FA	FfF
225.5	4.5	FA	FfF
230.5	4.5	Hit	HfH
235.5	4.5	FA	FfH
240.5	4.5	Hit	HfH
245.5	4.5	Hit	HfC
250.5	4.5	Hit	HfC
255.5	4.5	FA	FfC
260.5	4.5	Hit	HfH
265.5	4.5	Hit	HfH
