onset	duration	trial_type_a	trial_type_b
0.5	3	Miss	MpF
4.0	3	Hit	HpH
7.5	3	Hit	HpH
11.0	3	CR	CpH
14.5	3	Miss	MpF
18.0	3	CR	CpF
21.5	3	Hit	HpH
25.0	3	CR	CpH
28.5	3	Hit	HpF
32.0	3	Hit	HpH
35.5	3	FA	FpF
39.0	3	FA	FpH
42.5	3	Hit	HpH
46.0	3	Hit	HpH
49.5	3	Hit	HpH
53.0	3	Hit	HpH
56.5	3	Hit	HpH
60.0	3	Hit	HpH
63.5	3	Hit	HpH
67.0	3	CR	CpF
70.5	3	NR	NRpX
74.0	3	NR	NRpX
77.5	3	Miss	MpH
81.0	3	CR	CpF
84.5	3	CR	CpH
88.0	3	CR	CpF
91.5	3	Hit	HpF
95.0	3	NR	NRpX
98.5	3	Hit	HpH
102.0	3	Hit	HpH
105.5	3	Hit	HpF
109.0	3	FA	FpF
112.5	3	FA	FpF
116.0	3	Miss	MpH
119.5	3	Miss	MpF
123.0	3	FA	FpH
126.5	3	FA	FpF
130.0	3	Hit	HpH
133.5	3	FA	NRpX
137.0	3	CR	CpH
140.5	3	FA	FpF
144.0	3	CR	CpH
147.5	3	Hit	HpH
151.0	3	Hit	HpF
154.5	3	FA	FpF
158.0	3	Hit	HpH
161.5	3	Miss	MpF
165.0	3	CR	CpH
168.5	3	FA	FpH
172.0	3	FA	FpF
175.5	3	Hit	HpH
179.0	3	FA	FpF
182.5	3	Hit	HpH
186.0	3	Hit	HpH
189.5	3	Hit	HpH
193.0	3	Hit	HpH
196.5	3	FA	FpF
200.0	3	FA	FpF
203.5	3	Hit	HpH
207.0	3	CR	CpH
210.5	3	NR	NRpX
214.0	3	FA	FpH
217.5	3	CR	CpF
221.0	3	CR	CpH
224.5	3	FA	FpF
228.0	3	CR	CpH
231.5	3	NR	NRpX
235.0	3	Miss	MpF
238.5	3	CR	CpF
242.0	3	CR	CpH
245.5	3	Hit	HpH
249.0	3	Miss	MpH
252.5	3	CR	CpH
256.0	3	NR	NRpX
259.5	3	CR	CpH
263.0	3	Miss	MpH
266.5	3	FA	FpH
270.0	3	Hit	HpH
273.5	3	CR	CpF
277.0	3	Hit	HpH
280.5	3	CR	CpH
284.0	3	Hit	HpH
287.5	3	FA	FpF
291.0	3	Hit	HpH
294.5	3	FA	FpF
298.0	3	Hit	HpH
301.5	3	CR	CpF
305.0	3	Hit	HpH
308.5	3	NR	NRpX
312.0	3	Hit	HpH
315.5	3	FA	FpF
319.0	3	FA	FpF
322.5	3	Hit	HpH
326.0	3	CR	CpF
329.5	3	NR	NRpX
333.0	3	CR	CpH
336.5	3	CR	CpF
340.0	3	CR	CpF
343.5	3	CR	CpH
347.0	3	CR	CpH
350.5	3	CR	CpF
354.0	3	Miss	MpF
357.5	3	Hit	HpH
361.0	3	Hit	HpH
364.5	3	FA	FpH
368.0	3	Hit	HpF
371.5	3	FA	FpH
375.0	3	CR	CpH
