onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfH
5.5	4.5	Hit	HfH
10.5	4.5	Hit	HfC
15.5	4.5	Hit	HfH
20.5	4.5	Hit	HfC
25.5	4.5	NR	NRfX
30.5	4.5	Hit	HfH
35.5	4.5	Hit	HfH
40.5	4.5	Hit	HfC
45.5	4.5	Hit	HfH
50.5	4.5	Hit	NRfX
55.5	4.5	NR	NRfX
60.5	4.5	Hit	HfC
65.5	4.5	Hit	HfH
70.5	4.5	Hit	HfM
75.5	4.5	Hit	HfM
80.5	4.5	Hit	HfH
85.5	4.5	FA	FfC
90.5	4.5	Hit	NRfX
95.5	4.5	NR	NRfX
100.5	4.5	FA	FfC
105.5	4.5	Hit	NRfX
110.5	4.5	Hit	HfC
115.5	4.5	Hit	HfM
120.5	4.5	FA	FfC
125.5	4.5	FA	FfF
130.5	4.5	Hit	HfH
135.5	4.5	Hit	HfH
140.5	4.5	FA	FfF
145.5	4.5	Hit	HfC
150.5	4.5	Hit	HfC
155.5	4.5	Hit	NRfX
160.5	4.5	Hit	HfC
165.5	4.5	Hit	HfH
170.5	4.5	Hit	HfH
175.5	4.5	FA	FfC
180.5	4.5	Hit	HfF
185.5	4.5	Hit	HfF
190.5	4.5	Hit	HfC
195.5	4.5	Hit	HfC
200.5	4.5	NR	NRfX
205.5	4.5	Hit	HfH
210.5	4.5	Hit	HfC
215.5	4.5	Hit	HfH
220.5	4.5	FA	FfH
225.5	4.5	FA	FfH
230.5	4.5	Hit	HfC
235.5	4.5	Hit	HfF
240.5	4.5	Hit	HfH
245.5	4.5	FA	NRfX
250.5	4.5	FA	FfH
255.5	4.5	Hit	HfH
260.5	4.5	Hit	HfC
265.5	4.5	FA	FfF
