onset	duration	trial_type_a	trial_type_b
0.5	4.5	FA	FfH
5.5	4.5	Hit	HfH
10.5	4.5	Hit	HfC
15.5	4.5	NR	NRfX
20.5	4.5	NR	NRfX
25.5	4.5	Hit	HfH
30.5	4.5	Hit	HfC
35.5	4.5	Hit	HfH
40.5	4.5	FA	FfM
45.5	4.5	FA	FfF
50.5	4.5	Hit	HfC
55.5	4.5	Hit	HfH
60.5	4.5	Hit	HfH
65.5	4.5	Hit	HfH
70.5	4.5	NR	NRfX
75.5	4.5	Hit	HfC
80.5	4.5	Hit	HfH
85.5	4.5	FA	FfH
90.5	4.5	Hit	HfH
95.5	4.5	FA	FfF
100.5	4.5	Hit	HfC
105.5	4.5	Hit	HfM
110.5	4.5	Hit	HfH
115.5	4.5	Hit	HfH
120.5	4.5	Hit	HfC
125.5	4.5	Hit	HfC
130.5	4.5	FA	FfC
135.5	4.5	Hit	HfC
140.5	4.5	Hit	HfH
145.5	4.5	Hit	HfH
150.5	4.5	Hit	HfH
155.5	4.5	FA	FfF
160.5	4.5	Hit	HfC
165.5	4.5	Hit	HfH
170.5	4.5	Hit	HfC
175.5	4.5	Hit	HfH
180.5	4.5	Hit	HfF
185.5	4.5	Hit	HfH
190.5	4.5	FA	FfM
195.5	4.5	FA	FfC
200.5	4.5	NR	NRfX
205.5	4.5	Hit	HfF
210.5	4.5	FA	FfC
215.5	4.5	Hit	HfH
220.5	4.5	Hit	HfC
225.5	4.5	Hit	HfC
230.5	4.5	Hit	HfH
235.5	4.5	Hit	HfH
240.5	4.5	Hit	HfH
245.5	4.5	Hit	HfH
250.5	4.5	Hit	HfH
255.5	4.5	Hit	HfC
260.5	4.5	Hit	HfH
265.5	4.5	Hit	HfH
