onset	duration	trial_type_a	trial_type_b
0.5	3	RpHit	RpHpH
4.0	3	RpFA	RpFpH
7.5	3	RpHit	RpHpH
11.0	3	RpMiss	RpCMpH
14.5	3	NR	NRpXpX
18.0	3	RpFA	RpFpF
21.5	3	RpHit	RpHpF
25.0	3	RpFA	RpFpH
28.5	3	RpHit	RpHpF
32.0	3	RpHit	RpHpH
35.5	3	RpFA	RpFpH
39.0	3	RpHit	RpHpH
42.5	3	RpHit	RpHpF
46.0	3	RpFA	RpFpH
49.5	3	RpMiss	RpCMpH
53.0	3	RpMiss	RpCMpH
56.5	3	RpHit	RpHpH
60.0	3	RpHit	RpHpH
63.5	3	RpHit	RpHpH
67.0	3	NR	NRpXpX
70.5	3	RpFA	RpFpF
74.0	3	RpFA	RpFpH
77.5	3	RpHit	RpHpH
81.0	3	RpCR	RpCMpH
84.5	3	NR	NRpXpX
88.0	3	RpHit	RpHpH
91.5	3	RpHit	RpHpF
95.0	3	RpFA	RpFpH
98.5	3	RpMiss	RpCMpF
102.0	3	RpHit	RpHpH
105.5	3	RpHit	RpHpH
109.0	3	RpFA	RpFpH
112.5	3	RpFA	RpFpH
116.0	3	RpFA	RpFpF
119.5	3	RpHit	RpHpH
123.0	3	RpMiss	RpCMpH
126.5	3	RpHit	RpHpH
130.0	3	RpHit	RpHpH
133.5	3	RpHit	RpHpH
137.0	3	RpHit	RpHpH
140.5	3	NR	NRpXpX
144.0	3	RpMiss	RpCMpF
147.5	3	RpHit	RpHpH
151.0	3	RpHit	RpHpH
154.5	3	RpCR	RpCMpF
158.0	3	RpHit	RpHpH
161.5	3	RpHit	RpHpH
165.0	3	RpFA	RpFpF
168.5	3	RpMiss	RpCMpH
172.0	3	RpHit	RpHpH
175.5	3	RpFA	RpFpH
179.0	3	RpFA	RpFpH
182.5	3	RpFA	RpFpF
186.0	3	RpCR	RpCMpF
189.5	3	RpFA	RpFpF
193.0	3	RpHit	RpHpH
196.5	3	RpHit	RpHpH
200.0	3	RpHit	RpHpH
203.5	3	RpMiss	RpCMpH
207.0	3	RpHit	RpHpH
210.5	3	RpMiss	RpCMpH
214.0	3	RpFA	RpFpH
217.5	3	RpHit	RpHpH
221.0	3	RpCR	RpCMpH
224.5	3	NR	NRpXpX
228.0	3	RpHit	RpHpH
231.5	3	RpMiss	RpCMpH
235.0	3	NR	NRpXpX
238.5	3	RpMiss	RpCMpH
242.0	3	RpCR	RpCMpF
245.5	3	RpCR	RpCMpF
249.0	3	RpMiss	RpCMpH
252.5	3	RpMiss	RpCMpH
256.0	3	RpFA	RpFpH
259.5	3	RpHit	RpHpH
263.0	3	RpFA	RpFpF
266.5	3	RpMiss	RpCMpH
270.0	3	RpFA	RpFpH
273.5	3	RpHit	RpHpH
277.0	3	RpFA	RpFpF
280.5	3	RpFA	RpFpH
284.0	3	RpHit	RpHpF
287.5	3	RpCR	RpCMpH
291.0	3	NR	NRpXpX
294.5	3	RpMiss	RpCMpH
298.0	3	RpHit	RpHpF
301.5	3	RpHit	RpHpH
305.0	3	RpHit	RpHpF
308.5	3	RpFA	RpFpH
312.0	3	RpFA	RpFpH
315.5	3	RpCR	RpCMpH
319.0	3	RpHit	RpHpH
322.5	3	RpFA	RpFpH
326.0	3	RpMiss	RpCMpH
329.5	3	NR	NRpXpX
333.0	3	RpHit	RpHpH
336.5	3	NR	NRpXpX
340.0	3	RpHit	RpHpH
343.5	3	RpMiss	RpCMpH
347.0	3	RpMiss	RpCMpH
350.5	3	NR	NRpXpX
354.0	3	RpFA	RpFpH
357.5	3	RpHit	RpHpF
361.0	3	RpMiss	RpCMpF
364.5	3	RpFA	RpFpF
368.0	3	RpHit	RpHpH
371.5	3	RpFA	RpFpH
375.0	3	RpHit	RpHpH
378.5	3	RpFA	RpFpF
382.0	3	RpHit	RpHpH
385.5	3	RpMiss	RpCMpF
389.0	3	RpMiss	RpCMpH
392.5	3	NR	NRpXpX
396.0	3	RpFA	RpFpH
399.5	3	NR	NRpXpX
403.0	3	RpMiss	RpCMpF
406.5	3	RpFA	RpFpF
410.0	3	RpHit	RpHpH
413.5	3	RpHit	RpHpF
417.0	3	RpCR	RpCMpH
420.5	3	NR	NRpXpX
424.0	3	RpMiss	RpCMpH
427.5	3	RpFA	RpFpH
431.0	3	RpHit	RpHpH
434.5	3	RpMiss	RpCMpH
438.0	3	RpHit	RpHpH
441.5	3	RpHit	RpHpH
445.0	3	RpHit	RpHpF
448.5	3	RpHit	RpHpF
452.0	3	RpHit	RpHpH
455.5	3	RpMiss	RpCMpF
459.0	3	RpMiss	RpCMpH
462.5	3	RpMiss	RpCMpH
466.0	3	RpFA	RpFpH
469.5	3	RpMiss	RpCMpH
473.0	3	RpHit	RpHpH
476.5	3	RpMiss	RpCMpH
480.0	3	RpFA	RpFpH
483.5	3	RpHit	RpHpH
487.0	3	RpHit	RpHpH
490.5	3	RpCR	RpCMpH
494.0	3	RpCR	RpCMpF
497.5	3	RpFA	RpFpF
501.0	3	RpFA	NRpXpX
504.5	3	RpMiss	RpCMpH
508.0	3	RpHit	RpHpH
511.5	3	RpHit	RpHpH
515.0	3	RpHit	RpHpH
518.5	3	RpCR	RpCMpH
522.0	3	RpMiss	RpCMpH
525.5	3	RpMiss	RpCMpH
529.0	3	RpFA	RpFpH
532.5	3	RpMiss	RpCMpH
536.0	3	RpFA	RpFpF
539.5	3	RpMiss	RpCMpH
543.0	3	RpFA	RpFpH
546.5	3	RpMiss	RpCMpF
550.0	3	RpHit	RpHpH
553.5	3	RpHit	RpHpH
557.0	3	RpHit	RpHpH
560.5	3	RpFA	RpFpF
564.0	3	RpHit	RpHpF
567.5	3	RpCR	RpCMpH
571.0	3	RpHit	RpHpH
574.5	3	NR	NRpXpX
578.0	3	RpHit	NRpXpX
581.5	3	NR	NRpXpX
585.0	3	RpMiss	RpCMpH
588.5	3	RpHit	RpHpH
592.0	3	RpFA	RpFpF
595.5	3	RpMiss	RpCMpH
599.0	3	RpCR	RpCMpH
602.5	3	RpFA	RpFpF
606.0	3	NR	NRpXpX
609.5	3	RpHit	RpHpH
613.0	3	RpHit	RpHpH
616.5	3	RpFA	RpFpH
620.0	3	RpMiss	RpCMpH
623.5	3	RpMiss	RpCMpH
627.0	3	RpHit	RpHpH
630.5	3	RpHit	RpHpH
634.0	3	RpHit	RpHpH
637.5	3	RpHit	RpHpF
641.0	3	RpMiss	RpCMpH
644.5	3	RpHit	RpHpF
648.0	3	RpFA	RpFpH
651.5	3	RpCR	RpCMpH
655.0	3	RpHit	RpHpF
658.5	3	RpHit	RpHpH
662.0	3	RpMiss	RpCMpH
665.5	3	RpHit	RpHpH
669.0	3	RpCR	RpCMpF
672.5	3	RpMiss	RpCMpH
676.0	3	RpMiss	RpCMpH
679.5	3	RpMiss	RpCMpH
683.0	3	RpFA	RpFpH
686.5	3	RpCR	RpCMpH
690.0	3	RpMiss	RpCMpH
693.5	3	RpHit	RpHpH
697.0	3	RpFA	RpFpH
700.5	3	RpFA	RpFpH
704.0	3	RpFA	RpFpH
707.5	3	RpHit	RpHpF
711.0	3	RpHit	RpHpF
714.5	3	RpMiss	RpCMpF
718.0	3	RpFA	RpFpH
721.5	3	RpHit	RpHpH
725.0	3	RpHit	RpHpF
728.5	3	RpMiss	RpCMpH
732.0	3	RpHit	RpHpH
735.5	3	RpFA	RpFpH
739.0	3	RpFA	RpFpH
742.5	3	RpHit	RpHpH
746.0	3	RpFA	RpFpF
749.5	3	RpHit	RpHpH
753.0	3	NR	NRpXpX
