onset	duration	trial_type_a	trial_type_b
0.5	4.5	NR	NRfX
5.5	4.5	Hit	HfH
10.5	4.5	Hit	HfC
15.5	4.5	FA	FfC
20.5	4.5	FA	FfM
25.5	4.5	FA	FfM
30.5	4.5	FA	FfF
35.5	4.5	Hit	HfH
40.5	4.5	Hit	HfC
45.5	4.5	Hit	HfH
50.5	4.5	FA	FfF
55.5	4.5	NR	NRfX
60.5	4.5	FA	FfF
65.5	4.5	Hit	HfM
70.5	4.5	FA	FfF
75.5	4.5	FA	FfF
80.5	4.5	Hit	HfH
85.5	4.5	FA	FfM
90.5	4.5	Hit	HfH
95.5	4.5	Hit	HfM
100.5	4.5	Hit	HfH
105.5	4.5	Hit	HfH
110.5	4.5	FA	FfC
115.5	4.5	NR	NRfX
120.5	4.5	FA	FfC
125.5	4.5	Hit	HfF
130.5	4.5	FA	FfF
135.5	4.5	Hit	HfH
140.5	4.5	Hit	HfH
145.5	4.5	FA	FfF
150.5	4.5	FA	FfC
155.5	4.5	Hit	HfH
160.5	4.5	FA	FfM
165.5	4.5	FA	FfM
170.5	4.5	Hit	HfM
175.5	4.5	Hit	HfC
180.5	4.5	Hit	HfM
185.5	4.5	Hit	HfH
190.5	4.5	Hit	HfC
195.5	4.5	FA	FfF
200.5	4.5	Hit	HfH
205.5	4.5	Hit	HfH
210.5	4.5	Hit	HfM
215.5	4.5	Hit	HfH
220.5	4.5	FA	FfF
225.5	4.5	NR	NRfX
230.5	4.5	FA	FfC
235.5	4.5	FA	FfC
240.5	4.5	Hit	HfC
245.5	4.5	FA	FfM
250.5	4.5	Hit	HfH
255.5	4.5	Hit	HfM
260.5	4.5	Hit	HfH
265.5	4.5	Hit	HfH
