onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfH
5.5	4.5	Hit	HfC
10.5	4.5	FA	FfM
15.5	4.5	FA	FfC
20.5	4.5	NR	NRfX
25.5	4.5	NR	NRfX
30.5	4.5	Hit	HfM
35.5	4.5	FA	FfC
40.5	4.5	FA	FfF
45.5	4.5	FA	FfF
50.5	4.5	FA	FfF
55.5	4.5	FA	FfF
60.5	4.5	Hit	HfF
65.5	4.5	Hit	HfH
70.5	4.5	FA	FfH
75.5	4.5	FA	FfH
80.5	4.5	FA	FfH
85.5	4.5	Hit	HfH
90.5	4.5	FA	FfH
95.5	4.5	NR	NRfX
100.5	4.5	Hit	HfH
105.5	4.5	Hit	HfH
110.5	4.5	Hit	HfC
115.5	4.5	Hit	HfH
120.5	4.5	Hit	HfH
125.5	4.5	FA	FfC
130.5	4.5	Hit	HfF
135.5	4.5	Hit	HfF
140.5	4.5	FA	FfH
145.5	4.5	FA	FfH
150.5	4.5	FA	FfH
155.5	4.5	Hit	HfF
160.5	4.5	NR	NRfX
165.5	4.5	Hit	HfM
170.5	4.5	Hit	HfH
175.5	4.5	Hit	HfC
180.5	4.5	Hit	HfH
185.5	4.5	FA	FfH
190.5	4.5	FA	FfH
195.5	4.5	FA	FfC
200.5	4.5	Hit	HfH
205.5	4.5	Hit	HfH
210.5	4.5	Hit	HfH
215.5	4.5	Hit	HfF
220.5	4.5	FA	FfH
225.5	4.5	Hit	HfF
230.5	4.5	FA	FfF
235.5	4.5	Hit	HfH
240.5	4.5	Hit	HfH
245.5	4.5	FA	FfH
250.5	4.5	FA	FfF
255.5	4.5	FA	FfF
260.5	4.5	Hit	HfF
265.5	4.5	FA	FfM
