onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfH
5.5	4.5	Hit	HfH
10.5	4.5	NR	NRfX
15.5	4.5	FA	FfF
20.5	4.5	FA	FfH
25.5	4.5	Hit	HfC
30.5	4.5	Hit	HfH
35.5	4.5	Hit	HfH
40.5	4.5	FA	NRfX
45.5	4.5	Hit	HfH
50.5	4.5	FA	FfF
55.5	4.5	Hit	HfF
60.5	4.5	FA	FfH
65.5	4.5	Hit	HfF
70.5	4.5	FA	FfF
75.5	4.5	Hit	HfF
80.5	4.5	FA	FfC
85.5	4.5	FA	FfF
90.5	4.5	NR	NRfX
95.5	4.5	NR	NRfX
100.5	4.5	Hit	HfM
105.5	4.5	Hit	HfH
110.5	4.5	FA	FfF
115.5	4.5	FA	FfC
120.5	4.5	Hit	HfH
125.5	4.5	FA	FfF
130.5	4.5	FA	FfF
135.5	4.5	NR	NRfX
140.5	4.5	FA	FfF
145.5	4.5	FA	FfC
150.5	4.5	Hit	HfF
155.5	4.5	Hit	HfC
160.5	4.5	FA	FfF
165.5	4.5	FA	FfF
170.5	4.5	Hit	HfH
175.5	4.5	FA	FfF
180.5	4.5	FA	FfF
185.5	4.5	Hit	HfM
190.5	4.5	Hit	HfC
195.5	4.5	Hit	HfH
200.5	4.5	Hit	HfM
205.5	4.5	Hit	HfH
210.5	4.5	Hit	HfC
215.5	4.5	Hit	HfH
220.5	4.5	FA	FfH
225.5	4.5	FA	FfH
230.5	4.5	FA	FfC
235.5	4.5	Hit	HfH
240.5	4.5	FA	FfF
245.5	4.5	FA	FfF
250.5	4.5	Hit	HfH
255.5	4.5	FA	FfH
260.5	4.5	FA	FfH
265.5	4.5	FA	FfH
