onset	duration	trial_type_a	trial_type_b
0.5	3	NR	NRpXpX
4.0	3	RpFA	RpFpF
7.5	3	NR	NRpXpX
11.0	3	RpFA	RpFpF
14.5	3	RpHit	RpHpH
18.0	3	RpCR	RpCMpH
21.5	3	RpFA	RpFpF
25.0	3	RpHit	RpHpH
28.5	3	RpFA	RpFpF
32.0	3	RpMiss	RpCMpF
35.5	3	RpHit	RpHpH
39.0	3	RpHit	RpHpH
42.5	3	RpHit	RpHpF
46.0	3	RpHit	RpHpF
49.5	3	RpFA	RpFpF
53.0	3	RpHit	RpHpH
56.5	3	RpFA	RpFpF
60.0	3	RpFA	RpFpF
63.5	3	RpMiss	RpCMpH
67.0	3	RpHit	RpHpH
70.5	3	RpFA	RpFpF
74.0	3	RpHit	RpHpH
77.5	3	RpHit	RpHpH
81.0	3	RpCR	RpCMpF
84.5	3	RpCR	RpCMpH
88.0	3	RpFA	RpFpH
91.5	3	RpHit	RpHpH
95.0	3	RpHit	RpHpH
98.5	3	RpHit	RpHpH
102.0	3	NR	NRpXpX
105.5	3	RpFA	RpFpH
109.0	3	NR	NRpXpX
112.5	3	RpMiss	RpCMpH
116.0	3	RpHit	RpHpF
119.5	3	RpFA	RpFpH
123.0	3	RpHit	RpHpH
126.5	3	RpFA	RpFpH
130.0	3	NR	NRpXpX
133.5	3	RpCR	RpCMpH
137.0	3	RpFA	RpFpF
140.5	3	RpCR	RpCMpH
144.0	3	RpMiss	RpCMpF
147.5	3	RpHit	RpHpF
151.0	3	RpFA	RpFpF
154.5	3	RpHit	RpHpH
158.0	3	RpHit	RpHpF
161.5	3	RpFA	RpFpH
165.0	3	RpHit	RpHpH
168.5	3	RpFA	RpFpH
172.0	3	RpHit	RpHpH
175.5	3	RpHit	RpHpH
179.0	3	NR	NRpXpX
182.5	3	RpFA	RpFpH
186.0	3	RpHit	RpHpH
189.5	3	RpHit	RpHpH
193.0	3	RpMiss	RpCMpH
196.5	3	RpHit	RpHpH
200.0	3	RpHit	RpHpH
203.5	3	RpMiss	RpCMpH
207.0	3	RpFA	RpFpF
210.5	3	RpFA	RpFpF
214.0	3	RpHit	RpHpH
217.5	3	RpFA	RpFpH
221.0	3	RpHit	RpHpH
224.5	3	NR	NRpXpX
228.0	3	RpHit	RpHpH
231.5	3	NR	NRpXpX
235.0	3	RpHit	RpHpH
238.5	3	RpHit	RpHpF
242.0	3	RpFA	RpFpF
245.5	3	RpHit	RpHpH
249.0	3	RpMiss	RpCMpH
252.5	3	RpFA	RpFpF
256.0	3	RpHit	RpHpH
259.5	3	RpHit	RpHpH
263.0	3	RpCR	RpCMpH
266.5	3	NR	NRpXpX
270.0	3	RpHit	RpHpH
273.5	3	NR	NRpXpX
277.0	3	RpCR	RpCMpH
280.5	3	RpMiss	RpCMpH
284.0	3	RpHit	RpHpF
287.5	3	NR	NRpXpX
291.0	3	RpFA	RpFpH
294.5	3	RpHit	RpHpF
298.0	3	RpMiss	RpCMpH
301.5	3	NR	NRpXpX
305.0	3	RpFA	RpFpF
308.5	3	RpHit	RpHpH
312.0	3	NR	NRpXpX
315.5	3	RpHit	RpHpH
319.0	3	RpHit	RpHpH
322.5	3	RpMiss	RpCMpF
326.0	3	RpMiss	RpCMpF
329.5	3	RpFA	RpFpF
333.0	3	RpCR	RpCMpF
336.5	3	RpFA	RpFpF
340.0	3	RpFA	RpFpF
343.5	3	RpCR	RpCMpH
347.0	3	RpFA	RpFpH
350.5	3	RpFA	RpFpF
354.0	3	RpFA	RpFpF
357.5	3	NR	NRpXpX
361.0	3	RpHit	RpHpH
364.5	3	RpFA	RpFpF
368.0	3	RpHit	RpHpH
371.5	3	RpHit	RpHpH
375.0	3	RpFA	RpFpH
378.5	3	RpFA	NRpXpX
382.0	3	RpHit	RpHpH
385.5	3	RpHit	RpHpH
389.0	3	RpHit	RpHpH
392.5	3	NR	NRpXpX
396.0	3	RpFA	RpFpF
399.5	3	RpFA	RpFpH
403.0	3	RpHit	RpHpH
406.5	3	NR	NRpXpX
410.0	3	RpFA	RpFpH
413.5	3	NR	NRpXpX
417.0	3	NR	NRpXpX
420.5	3	RpHit	RpHpH
424.0	3	RpFA	RpFpF
427.5	3	RpHit	RpHpF
431.0	3	RpHit	RpHpH
434.5	3	RpMiss	RpCMpH
438.0	3	RpFA	RpFpF
441.5	3	RpHit	RpHpH
445.0	3	RpMiss	RpCMpH
448.5	3	RpHit	RpHpF
452.0	3	RpHit	RpHpH
455.5	3	RpMiss	RpCMpH
459.0	3	RpMiss	RpCMpF
462.5	3	RpHit	RpHpH
466.0	3	RpHit	RpHpF
469.5	3	RpFA	RpFpF
473.0	3	RpHit	RpHpF
476.5	3	RpMiss	RpCMpH
480.0	3	RpFA	RpFpH
483.5	3	RpMiss	RpCMpF
487.0	3	RpMiss	RpCMpF
490.5	3	RpHit	RpHpH
494.0	3	NR	NRpXpX
497.5	3	RpHit	RpHpH
501.0	3	RpHit	RpHpH
504.5	3	RpFA	RpFpF
508.0	3	RpFA	RpFpF
511.5	3	RpHit	RpHpF
515.0	3	RpHit	RpHpF
