onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfH
5.5	4.5	FA	FfH
10.5	4.5	FA	FfC
15.5	4.5	Hit	HfH
20.5	4.5	FA	FfF
25.5	4.5	FA	FfF
30.5	4.5	FA	FfF
35.5	4.5	Hit	HfH
40.5	4.5	Hit	HfF
45.5	4.5	FA	FfH
50.5	4.5	NR	NRfX
55.5	4.5	Hit	HfH
60.5	4.5	Hit	HfF
65.5	4.5	FA	FfM
70.5	4.5	FA	FfF
75.5	4.5	Hit	HfC
80.5	4.5	FA	FfM
85.5	4.5	NR	NRfX
90.5	4.5	Hit	HfH
95.5	4.5	Hit	HfC
100.5	4.5	FA	FfC
105.5	4.5	NR	NRfX
110.5	4.5	Hit	HfH
115.5	4.5	FA	FfC
120.5	4.5	Hit	HfH
125.5	4.5	FA	FfM
130.5	4.5	Hit	HfF
135.5	4.5	FA	FfC
140.5	4.5	Hit	HfH
145.5	4.5	FA	FfH
150.5	4.5	Hit	HfH
155.5	4.5	Hit	HfH
160.5	4.5	Hit	HfH
165.5	4.5	Hit	HfF
170.5	4.5	FA	FfF
175.5	4.5	Hit	HfM
180.5	4.5	NR	NRfX
185.5	4.5	Hit	HfH
190.5	4.5	Hit	HfC
195.5	4.5	FA	FfH
200.5	4.5	FA	FfH
205.5	4.5	Hit	HfC
210.5	4.5	NR	NRfX
215.5	4.5	FA	FfH
220.5	4.5	Hit	HfH
225.5	4.5	Hit	HfH
230.5	4.5	FA	FfF
235.5	4.5	FA	FfH
240.5	4.5	FA	FfC
245.5	4.5	FA	FfH
250.5	4.5	Hit	HfH
255.5	4.5	FA	FfF
260.5	4.5	Hit	HfF
265.5	4.5	Hit	HfM
