onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfH
5.5	4.5	FA	FfF
10.5	4.5	NR	NRfX
15.5	4.5	Hit	HfC
20.5	4.5	FA	FfM
25.5	4.5	FA	FfH
30.5	4.5	FA	FfH
35.5	4.5	FA	FfH
40.5	4.5	Hit	HfF
45.5	4.5	FA	FfH
50.5	4.5	NR	NRfX
55.5	4.5	Hit	HfM
60.5	4.5	FA	FfH
65.5	4.5	FA	FfH
70.5	4.5	Hit	NRfX
75.5	4.5	Hit	HfH
80.5	4.5	FA	FfH
85.5	4.5	FA	FfH
90.5	4.5	Hit	HfC
95.5	4.5	Hit	HfH
100.5	4.5	FA	FfF
105.5	4.5	FA	FfM
110.5	4.5	Hit	HfH
115.5	4.5	FA	FfH
120.5	4.5	Hit	HfC
125.5	4.5	Hit	HfF
130.5	4.5	Hit	HfC
135.5	4.5	FA	FfH
140.5	4.5	FA	FfM
145.5	4.5	Hit	HfH
150.5	4.5	Hit	HfH
155.5	4.5	Hit	HfF
160.5	4.5	Hit	NRfX
165.5	4.5	Hit	HfF
170.5	4.5	Hit	HfC
175.5	4.5	Hit	HfC
180.5	4.5	Hit	HfF
185.5	4.5	Hit	HfC
190.5	4.5	FA	FfH
195.5	4.5	Hit	HfH
200.5	4.5	NR	NRfX
205.5	4.5	Hit	HfC
210.5	4.5	FA	FfF
215.5	4.5	FA	FfF
220.5	4.5	FA	FfH
225.5	4.5	Hit	HfH
230.5	4.5	Hit	HfH
235.5	4.5	FA	FfH
240.5	4.5	FA	FfC
245.5	4.5	FA	FfC
250.5	4.5	NR	NRfX
255.5	4.5	FA	FfF
260.5	4.5	FA	FfF
265.5	4.5	FA	FfH
