onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfM
5.5	4.5	Hit	HfF
10.5	4.5	FA	FfF
15.5	4.5	Hit	HfH
20.5	4.5	NR	NRfX
25.5	4.5	Hit	HfC
30.5	4.5	Hit	HfC
35.5	4.5	Hit	HfC
40.5	4.5	FA	FfH
45.5	4.5	Hit	HfF
50.5	4.5	FA	FfH
55.5	4.5	FA	FfH
60.5	4.5	Hit	HfF
65.5	4.5	Hit	HfH
70.5	4.5	FA	FfH
75.5	4.5	Hit	HfC
80.5	4.5	FA	FfH
85.5	4.5	Hit	HfH
90.5	4.5	Hit	HfH
95.5	4.5	FA	FfM
100.5	4.5	Hit	HfC
105.5	4.5	NR	NRfX
110.5	4.5	FA	FfF
115.5	4.5	Hit	HfF
120.5	4.5	Hit	HfH
125.5	4.5	NR	NRfX
130.5	4.5	FA	FfM
135.5	4.5	FA	FfH
140.5	4.5	Hit	HfF
145.5	4.5	FA	FfH
150.5	4.5	FA	FfF
155.5	4.5	NR	NRfX
160.5	4.5	FA	FfF
165.5	4.5	Hit	HfF
170.5	4.5	Hit	HfC
175.5	4.5	Hit	HfF
180.5	4.5	Hit	HfF
185.5	4.5	Hit	HfF
190.5	4.5	FA	FfM
195.5	4.5	FA	FfM
200.5	4.5	FA	FfF
205.5	4.5	Hit	HfC
210.5	4.5	Hit	HfF
215.5	4.5	Hit	HfH
220.5	4.5	FA	FfM
225.5	4.5	Hit	HfC
230.5	4.5	Hit	HfH
235.5	4.5	FA	FfH
240.5	4.5	Hit	HfH
245.5	4.5	Hit	HfF
250.5	4.5	Hit	HfC
255.5	4.5	FA	FfF
260.5	4.5	FA	FfH
265.5	4.5	FA	FfM
