onset	duration	trial_type_a	trial_type_b
0.5	3	FA	FpF
4.0	3	FA	FpF
7.5	3	Hit	HpF
11.0	3	Hit	NRpX
14.5	3	CR	CpH
18.0	3	CR	CpH
21.5	3	Hit	HpH
25.0	3	FA	FpF
28.5	3	CR	CpH
32.0	3	CR	CpH
35.5	3	FA	FpH
39.0	3	Miss	MpF
42.5	3	CR	CpH
46.0	3	NR	NRpX
49.5	3	Hit	HpH
53.0	3	NR	NRpX
56.5	3	CR	CpH
60.0	3	Miss	MpF
63.5	3	FA	FpF
67.0	3	FA	FpH
70.5	3	Hit	HpF
74.0	3	FA	FpF
77.5	3	Hit	HpH
81.0	3	FA	FpF
84.5	3	Hit	HpH
88.0	3	Hit	HpH
91.5	3	FA	FpF
95.0	3	FA	FpF
98.5	3	FA	FpF
102.0	3	NR	NRpX
105.5	3	CR	CpF
109.0	3	FA	FpH
112.5	3	FA	FpH
116.0	3	NR	NRpX
119.5	3	Miss	MpH
123.0	3	Miss	MpH
126.5	3	CR	CpH
130.0	3	Hit	HpH
133.5	3	FA	NRpX
137.0	3	Hit	HpF
140.5	3	Hit	NRpX
144.0	3	NR	NRpX
147.5	3	Hit	HpF
151.0	3	Hit	HpH
154.5	3	FA	FpF
158.0	3	NR	NRpX
161.5	3	FA	FpH
165.0	3	Hit	HpF
168.5	3	FA	FpH
172.0	3	FA	FpH
175.5	3	Hit	HpF
179.0	3	Hit	HpF
182.5	3	FA	FpF
186.0	3	NR	NRpX
189.5	3	FA	FpH
193.0	3	Hit	HpF
196.5	3	FA	FpH
200.0	3	Miss	MpF
203.5	3	FA	FpH
207.0	3	Hit	HpH
210.5	3	Hit	HpF
214.0	3	Hit	HpH
217.5	3	FA	FpF
221.0	3	FA	FpF
224.5	3	Hit	HpH
228.0	3	Miss	MpH
231.5	3	Hit	HpF
235.0	3	Hit	HpH
238.5	3	Hit	HpH
242.0	3	FA	FpF
245.5	3	FA	NRpX
249.0	3	Hit	HpH
252.5	3	Hit	HpF
256.0	3	FA	FpH
259.5	3	Hit	HpF
263.0	3	NR	NRpX
266.5	3	Hit	HpF
270.0	3	Hit	HpH
273.5	3	CR	CpH
277.0	3	FA	FpF
280.5	3	NR	NRpX
284.0	3	FA	FpH
287.5	3	Hit	HpF
291.0	3	Hit	HpF
294.5	3	FA	FpH
298.0	3	Hit	HpH
301.5	3	Hit	HpH
305.0	3	FA	FpF
308.5	3	FA	FpH
312.0	3	FA	FpF
315.5	3	Hit	HpH
319.0	3	Hit	HpF
322.5	3	Hit	HpF
326.0	3	Hit	HpF
329.5	3	NR	NRpX
333.0	3	FA	FpF
336.5	3	FA	FpF
340.0	3	Hit	HpH
343.5	3	Hit	HpF
347.0	3	FA	FpF
350.5	3	Hit	HpF
354.0	3	FA	FpH
357.5	3	Hit	HpH
361.0	3	Hit	HpF
364.5	3	FA	FpF
368.0	3	Hit	HpH
371.5	3	FA	FpF
375.0	3	Hit	HpH
