onset	duration	trial_type_a	trial_type_b
0.5	4.5	FA	FfF
5.5	4.5	Hit	HfH
10.5	4.5	FA	FfC
15.5	4.5	FA	FfC
20.5	4.5	Hit	HfF
25.5	4.5	Hit	HfH
30.5	4.5	Hit	HfH
35.5	4.5	Hit	HfH
40.5	4.5	Hit	HfF
45.5	4.5	Hit	HfM
50.5	4.5	Hit	HfH
55.5	4.5	Hit	HfH
60.5	4.5	NR	NRfX
65.5	4.5	Hit	HfF
70.5	4.5	Hit	HfC
75.5	4.5	Hit	HfH
80.5	4.5	NR	NRfX
85.5	4.5	FA	FfM
90.5	4.5	Hit	HfM
95.5	4.5	FA	FfH
100.5	4.5	Hit	HfC
105.5	4.5	Hit	HfM
110.5	4.5	FA	FfM
115.5	4.5	Hit	HfC
120.5	4.5	Hit	HfC
125.5	4.5	Hit	HfH
130.5	4.5	FA	FfH
135.5	4.5	FA	FfH
140.5	4.5	Hit	HfF
145.5	4.5	NR	NRfX
150.5	4.5	FA	FfM
155.5	4.5	Hit	HfH
160.5	4.5	Hit	HfH
165.5	4.5	FA	FfC
170.5	4.5	Hit	HfH
175.5	4.5	Hit	HfC
180.5	4.5	Hit	HfF
185.5	4.5	FA	FfM
190.5	4.5	Hit	HfH
195.5	4.5	Hit	HfF
200.5	4.5	FA	FfC
205.5	4.5	Hit	HfH
210.5	4.5	FA	FfH
215.5	4.5	Hit	HfM
220.5	4.5	FA	FfC
225.5	4.5	Hit	HfH
230.5	4.5	Hit	HfC
235.5	4.5	Hit	HfF
240.5	4.5	Hit	HfH
245.5	4.5	FA	FfC
250.5	4.5	NR	NRfX
255.5	4.5	FA	FfM
260.5	4.5	Hit	HfH
265.5	4.5	NR	NRfX
