onset	duration	trial_type_a	trial_type_b
0.5	4.5	NR	NRfX
5.5	4.5	Hit	HfH
10.5	4.5	FA	FfF
15.5	4.5	Hit	HfH
20.5	4.5	Hit	HfF
25.5	4.5	FA	FfF
30.5	4.5	NR	NRfX
35.5	4.5	FA	FfF
40.5	4.5	Hit	HfH
45.5	4.5	FA	NRfX
50.5	4.5	Hit	HfM
55.5	4.5	Hit	HfF
60.5	4.5	FA	FfF
65.5	4.5	FA	FfH
70.5	4.5	FA	FfF
75.5	4.5	Hit	HfF
80.5	4.5	Hit	HfF
85.5	4.5	NR	NRfX
90.5	4.5	Hit	HfF
95.5	4.5	Hit	HfM
100.5	4.5	FA	NRfX
105.5	4.5	Hit	HfH
110.5	4.5	Hit	HfC
115.5	4.5	NR	NRfX
120.5	4.5	Hit	HfM
125.5	4.5	Hit	HfF
130.5	4.5	FA	FfM
135.5	4.5	FA	FfF
140.5	4.5	Hit	HfF
145.5	4.5	FA	FfH
150.5	4.5	FA	FfH
155.5	4.5	FA	FfM
160.5	4.5	FA	FfF
165.5	4.5	FA	FfF
170.5	4.5	Hit	HfC
175.5	4.5	Hit	HfF
180.5	4.5	Hit	HfH
185.5	4.5	FA	FfC
190.5	4.5	Hit	HfC
195.5	4.5	Hit	HfC
200.5	4.5	Hit	HfC
205.5	4.5	Hit	HfH
210.5	4.5	Hit	HfC
215.5	4.5	FA	FfF
220.5	4.5	Hit	HfC
225.5	4.5	Hit	HfF
230.5	4.5	Hit	HfF
235.5	4.5	FA	FfH
240.5	4.5	Hit	HfM
245.5	4.5	Hit	HfF
250.5	4.5	FA	FfF
255.5	4.5	FA	FfH
260.5	4.5	Hit	HfC
265.5	4.5	Hit	HfC
