onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfF
5.5	4.5	NR	NRfX
10.5	4.5	FA	FfM
15.5	4.5	Hit	HfF
20.5	4.5	FA	FfC
25.5	4.5	Hit	HfH
30.5	4.5	Hit	HfC
35.5	4.5	Hit	HfM
40.5	4.5	Hit	HfH
45.5	4.5	Hit	HfC
50.5	4.5	FA	FfH
55.5	4.5	Hit	HfH
60.5	4.5	Hit	HfH
65.5	4.5	Hit	HfF
70.5	4.5	NR	NRfX
75.5	4.5	FA	FfM
80.5	4.5	Hit	HfH
85.5	4.5	Hit	HfH
90.5	4.5	Hit	HfH
95.5	4.5	Hit	HfC
100.5	4.5	Hit	HfH
105.5	4.5	Hit	HfH
110.5	4.5	Hit	HfH
115.5	4.5	Hit	HfC
120.5	4.5	Hit	HfH
125.5	4.5	Hit	HfH
130.5	4.5	Hit	HfC
135.5	4.5	Hit	HfC
140.5	4.5	Hit	HfH
145.5	4.5	Hit	HfH
150.5	4.5	Hit	HfM
155.5	4.5	Hit	HfH
160.5	4.5	Hit	HfH
165.5	4.5	Hit	HfH
170.5	4.5	FA	FfF
175.5	4.5	Hit	HfC
180.5	4.5	Hit	HfF
185.5	4.5	Hit	HfH
190.5	4.5	Hit	HfH
195.5	4.5	Hit	HfH
200.5	4.5	FA	FfC
205.5	4.5	FA	FfF
210.5	4.5	Hit	HfH
215.5	4.5	Hit	HfH
220.5	4.5	NR	NRfX
225.5	4.5	FA	FfC
230.5	4.5	FA	FfF
235.5	4.5	FA	FfC
240.5	4.5	Hit	HfH
245.5	4.5	FA	FfF
250.5	4.5	Hit	HfF
255.5	4.5	NR	NRfX
260.5	4.5	Hit	HfM
265.5	4.5	Hit	HfC
