onset	duration	trial_type_a	trial_type_b
0.5	3	Hit	HpH
4.0	3	Hit	HpH
7.5	3	FA	FpF
11.0	3	FA	FpF
14.5	3	CR	CpH
18.0	3	CR	CpH
21.5	3	CR	CpH
25.0	3	Hit	HpH
28.5	3	NR	NRpX
32.0	3	Hit	HpH
35.5	3	FA	FpH
39.0	3	Hit	HpH
42.5	3	CR	CpF
46.0	3	Hit	HpF
49.5	3	Hit	HpH
53.0	3	FA	FpF
56.5	3	Hit	HpH
60.0	3	Hit	HpH
63.5	3	FA	FpF
67.0	3	FA	FpF
70.5	3	Hit	HpF
74.0	3	Hit	HpF
77.5	3	Hit	HpH
81.0	3	CR	CpH
84.5	3	CR	CpH
88.0	3	CR	CpH
91.5	3	Hit	HpF
95.0	3	NR	NRpX
98.5	3	Hit	HpH
102.0	3	Miss	MpH
105.5	3	CR	CpH
109.0	3	CR	CpH
112.5	3	Miss	MpH
116.0	3	CR	CpH
119.5	3	Hit	HpH
123.0	3	CR	CpF
126.5	3	Miss	MpH
130.0	3	CR	CpH
133.5	3	Miss	MpF
137.0	3	Hit	HpH
140.5	3	CR	CpH
144.0	3	FA	FpH
147.5	3	CR	CpH
151.0	3	Hit	HpF
154.5	3	FA	FpF
158.0	3	Miss	MpH
161.5	3	Miss	MpH
165.0	3	CR	CpH
168.5	3	FA	FpH
172.0	3	Miss	MpH
175.5	3	CR	CpH
179.0	3	CR	CpH
182.5	3	NR	NRpX
186.0	3	CR	CpF
189.5	3	Hit	HpH
193.0	3	CR	CpH
196.5	3	FA	FpF
200.0	3	Hit	HpH
203.5	3	Miss	MpH
207.0	3	Hit	HpH
210.5	3	FA	FpF
214.0	3	Hit	HpH
217.5	3	Hit	HpH
221.0	3	FA	FpH
224.5	3	CR	CpF
228.0	3	Hit	HpH
231.5	3	Hit	HpH
235.0	3	Hit	HpH
238.5	3	Hit	HpH
242.0	3	CR	CpH
245.5	3	Hit	HpH
249.0	3	Hit	HpH
252.5	3	Miss	MpF
256.0	3	Hit	HpH
259.5	3	Hit	HpH
263.0	3	CR	CpH
266.5	3	Hit	HpH
270.0	3	CR	CpH
273.5	3	CR	CpH
277.0	3	Miss	MpH
280.5	3	CR	CpH
284.0	3	CR	CpH
287.5	3	NR	NRpX
291.0	3	CR	CpH
294.5	3	Hit	HpH
298.0	3	NR	NRpX
301.5	3	CR	CpH
305.0	3	Hit	HpH
308.5	3	NR	NRpX
312.0	3	Miss	MpH
315.5	3	FA	FpF
319.0	3	Hit	HpH
322.5	3	CR	CpH
326.0	3	Hit	HpH
329.5	3	Hit	HpH
333.0	3	FA	FpH
336.5	3	Hit	HpH
340.0	3	Miss	MpH
343.5	3	NR	NRpX
347.0	3	Hit	HpH
350.5	3	FA	FpF
354.0	3	Miss	MpF
357.5	3	CR	CpH
361.0	3	Hit	HpH
364.5	3	FA	FpF
368.0	3	CR	CpH
371.5	3	NR	NRpX
375.0	3	CR	CpH
