onset	duration	trial_type_a	trial_type_b
0.5	4.5	FA	FfF
5.5	4.5	NR	NRfX
10.5	4.5	FA	FfC
15.5	4.5	Hit	HfF
20.5	4.5	FA	FfC
25.5	4.5	Hit	HfF
30.5	4.5	Hit	HfM
35.5	4.5	FA	FfF
40.5	4.5	NR	NRfX
45.5	4.5	FA	FfF
50.5	4.5	Hit	HfF
55.5	4.5	Hit	HfH
60.5	4.5	Hit	HfH
65.5	4.5	Hit	HfH
70.5	4.5	Hit	HfH
75.5	4.5	Hit	HfH
80.5	4.5	FA	FfF
85.5	4.5	Hit	HfH
90.5	4.5	NR	NRfX
95.5	4.5	Hit	HfM
100.5	4.5	Hit	HfH
105.5	4.5	Hit	HfH
110.5	4.5	FA	FfH
115.5	4.5	Hit	HfH
120.5	4.5	Hit	HfM
125.5	4.5	FA	FfC
130.5	4.5	FA	FfF
135.5	4.5	Hit	HfH
140.5	4.5	FA	FfC
145.5	4.5	Hit	HfH
150.5	4.5	Hit	HfC
155.5	4.5	Hit	HfH
160.5	4.5	Hit	HfH
165.5	4.5	FA	FfF
170.5	4.5	Hit	HfH
175.5	4.5	FA	FfM
180.5	4.5	FA	FfF
185.5	4.5	FA	FfH
190.5	4.5	Hit	HfH
195.5	4.5	FA	FfH
200.5	4.5	Hit	HfH
205.5	4.5	Hit	HfF
210.5	4.5	NR	NRfX
215.5	4.5	FA	FfC
220.5	4.5	Hit	HfM
225.5	4.5	FA	FfF
230.5	4.5	FA	FfM
235.5	4.5	FA	FfF
240.5	4.5	FA	FfF
245.5	4.5	Hit	HfH
250.5	4.5	Hit	HfF
255.5	4.5	Hit	HfH
260.5	4.5	Hit	HfH
265.5	4.5	Hit	HfM
