onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfH
5.5	4.5	Hit	HfM
10.5	4.5	Hit	HfH
15.5	4.5	Hit	HfC
20.5	4.5	FA	FfC
25.5	4.5	FA	FfH
30.5	4.5	Hit	HfH
35.5	4.5	Hit	HfM
40.5	4.5	Hit	HfF
45.5	4.5	Hit	HfF
50.5	4.5	Hit	HfH
55.5	4.5	Hit	HfH
60.5	4.5	FA	FfM
65.5	4.5	Hit	HfC
70.5	4.5	Hit	HfH
75.5	4.5	Hit	HfF
80.5	4.5	Hit	HfF
85.5	4.5	Hit	HfH
90.5	4.5	Hit	HfH
95.5	4.5	Hit	HfF
100.5	4.5	FA	FfF
105.5	4.5	Hit	HfH
110.5	4.5	Hit	HfH
115.5	4.5	FA	FfF
120.5	4.5	Hit	HfH
125.5	4.5	FA	FfF
130.5	4.5	Hit	HfH
135.5	4.5	Hit	HfF
140.5	4.5	Hit	HfF
145.5	4.5	NR	NRfX
150.5	4.5	FA	FfH
155.5	4.5	FA	FfH
160.5	4.5	FA	FfC
165.5	4.5	FA	FfF
170.5	4.5	Hit	HfH
175.5	4.5	FA	FfF
180.5	4.5	Hit	HfH
185.5	4.5	NR	NRfX
190.5	4.5	FA	FfC
195.5	4.5	NR	NRfX
200.5	4.5	FA	FfH
205.5	4.5	Hit	HfH
210.5	4.5	Hit	HfH
215.5	4.5	FA	FfF
220.5	4.5	Hit	HfF
225.5	4.5	NR	NRfX
230.5	4.5	Hit	HfH
235.5	4.5	FA	FfH
240.5	4.5	Hit	HfH
245.5	4.5	FA	FfF
250.5	4.5	Hit	HfF
255.5	4.5	Hit	HfH
260.5	4.5	Hit	HfH
265.5	4.5	Hit	HfH
