onset	duration	trial_type_a	trial_type_b
0.5	4.5	Hit	HfC
5.5	4.5	FA	FfC
10.5	4.5	Hit	HfH
15.5	4.5	Hit	HfM
20.5	4.5	NR	NRfX
25.5	4.5	Hit	HfC
30.5	4.5	NR	NRfX
35.5	4.5	FA	FfC
40.5	4.5	Hit	HfH
45.5	4.5	FA	FfM
50.5	4.5	FA	FfC
55.5	4.5	Hit	HfH
60.5	4.5	FA	FfF
65.5	4.5	FA	FfH
70.5	4.5	Hit	HfM
75.5	4.5	Hit	HfH
80.5	4.5	Hit	HfH
85.5	4.5	Hit	HfF
90.5	4.5	FA	FfC
95.5	4.5	FA	FfH
100.5	4.5	FA	FfH
105.5	4.5	Hit	HfH
110.5	4.5	Hit	HfF
115.5	4.5	FA	FfF
120.5	4.5	Hit	HfC
125.5	4.5	Hit	HfH
130.5	4.5	Hit	HfF
135.5	4.5	NR	NRfX
140.5	4.5	FA	FfM
145.5	4.5	Hit	HfF
150.5	4.5	Hit	HfH
155.5	4.5	Hit	HfH
160.5	4.5	Hit	HfC
165.5	4.5	FA	FfF
170.5	4.5	Hit	HfF
175.5	4.5	Hit	HfH
180.5	4.5	FA	FfM
185.5	4.5	FA	FfF
190.5	4.5	FA	FfC
195.5	4.5	FA	FfC
200.5	4.5	Hit	HfH
205.5	4.5	Hit	HfM
210.5	4.5	Hit	HfF
215.5	4.5	FA	FfC
220.5	4.5	Hit	HfH
225.5	4.5	Hit	HfC
230.5	4.5	FA	FfF
235.5	4.5	Hit	HfF
240.5	4.5	Hit	HfH
245.5	4.5	Hit	HfH
250.5	4.5	Hit	HfH
255.5	4.5	Hit	HfC
260.5	4.5	NR	NRfX
265.5	4.5	FA	FfC
