onset	duration	trial_type_a	trial_type_b
0.5	3	CR	CpH
4.0	3	Hit	HpH
7.5	3	Miss	MpF
11.0	3	FA	FpH
14.5	3	Miss	MpF
18.0	3	FA	FpF
21.5	3	Hit	HpH
25.0	3	CR	CpH
28.5	3	CR	CpH
32.0	3	Miss	MpH
35.5	3	Hit	HpF
39.0	3	FA	FpH
42.5	3	CR	CpH
46.0	3	NR	NRpX
49.5	3	NR	NRpX
53.0	3	Miss	MpH
56.5	3	CR	CpH
60.0	3	FA	FpH
63.5	3	CR	CpH
67.0	3	Hit	HpH
70.5	3	Hit	HpH
74.0	3	FA	FpF
77.5	3	NR	NRpX
81.0	3	CR	CpH
84.5	3	Hit	HpH
88.0	3	Hit	HpH
91.5	3	CR	CpH
95.0	3	Miss	MpF
98.5	3	Hit	HpH
102.0	3	NR	NRpX
105.5	3	CR	CpF
109.0	3	Miss	MpH
112.5	3	NR	NRpX
116.0	3	CR	CpH
119.5	3	CR	CpH
123.0	3	FA	FpF
126.5	3	CR	CpH
130.0	3	Hit	HpH
133.5	3	Hit	HpH
137.0	3	Hit	HpH
140.5	3	Hit	HpH
144.0	3	Hit	HpH
147.5	3	FA	FpF
151.0	3	Hit	HpH
154.5	3	CR	CpH
158.0	3	Miss	MpH
161.5	3	CR	CpH
165.0	3	Hit	HpH
168.5	3	Hit	HpF
172.0	3	CR	CpH
175.5	3	FA	FpH
179.0	3	FA	FpH
182.5	3	FA	FpH
186.0	3	NR	NRpX
189.5	3	Miss	MpF
193.0	3	Hit	HpF
196.5	3	Hit	HpH
200.0	3	Hit	HpH
203.5	3	FA	FpF
207.0	3	Hit	HpH
210.5	3	Hit	HpH
214.0	3	CR	CpH
217.5	3	Hit	HpF
221.0	3	FA	FpF
224.5	3	Hit	HpH
228.0	3	Hit	HpH
231.5	3	CR	CpH
235.0	3	CR	CpH
238.5	3	Hit	HpH
242.0	3	Hit	HpH
245.5	3	Hit	HpF
249.0	3	NR	NRpX
252.5	3	Hit	HpH
256.0	3	Hit	HpH
259.5	3	CR	CpH
263.0	3	Hit	HpH
266.5	3	CR	CpF
270.0	3	Hit	HpH
273.5	3	CR	CpH
277.0	3	Hit	HpH
280.5	3	NR	NRpX
284.0	3	Hit	HpH
287.5	3	CR	CpH
291.0	3	CR	CpH
294.5	3	Hit	HpH
298.0	3	FA	FpF
301.5	3	Hit	HpH
305.0	3	CR	CpH
308.5	3	Hit	HpH
312.0	3	CR	CpH
315.5	3	Miss	MpH
319.0	3	Hit	HpF
322.5	3	FA	FpF
326.0	3	Miss	MpH
329.5	3	CR	CpH
333.0	3	CR	CpF
336.5	3	CR	CpH
340.0	3	Hit	HpH
343.5	3	Hit	HpH
347.0	3	FA	FpF
350.5	3	FA	FpF
354.0	3	CR	CpF
357.5	3	CR	CpH
361.0	3	Hit	HpH
364.5	3	Miss	MpF
368.0	3	CR	CpH
371.5	3	CR	CpH
375.0	3	Miss	MpH
