onset	duration	trial_type_a	trial_type_b
0.5	4.5	FA	FfC
5.5	4.5	Hit	HfH
10.5	4.5	Hit	HfH
15.5	4.5	Hit	HfC
20.5	4.5	FA	FfF
25.5	4.5	Hit	HfH
30.5	4.5	NR	NRfX
35.5	4.5	Hit	HfC
40.5	4.5	Hit	HfC
45.5	4.5	FA	FfF
50.5	4.5	FA	FfH
55.5	4.5	NR	NRfX
60.5	4.5	Hit	HfH
65.5	4.5	Hit	HfH
70.5	4.5	FA	FfH
75.5	4.5	NR	NRfX
80.5	4.5	Hit	HfM
85.5	4.5	Hit	HfH
90.5	4.5	Hit	HfH
95.5	4.5	Hit	HfH
100.5	4.5	Hit	HfH
105.5	4.5	Hit	HfC
110.5	4.5	Hit	HfF
115.5	4.5	Hit	HfF
120.5	4.5	Hit	HfF
125.5	4.5	FA	FfF
130.5	4.5	Hit	HfC
135.5	4.5	FA	FfM
140.5	4.5	Hit	HfH
145.5	4.5	Hit	HfC
150.5	4.5	Hit	HfH
155.5	4.5	Hit	HfF
160.5	4.5	Hit	HfC
165.5	4.5	Hit	HfC
170.5	4.5	Hit	HfH
175.5	4.5	FA	FfF
180.5	4.5	FA	FfC
185.5	4.5	FA	FfH
190.5	4.5	NR	NRfX
195.5	4.5	Hit	HfH
200.5	4.5	Hit	HfH
205.5	4.5	Hit	HfC
210.5	4.5	FA	FfF
215.5	4.5	Hit	HfC
220.5	4.5	Hit	HfC
225.5	4.5	FA	FfF
230.5	4.5	FA	FfH
235.5	4.5	Hit	HfC
240.5	4.5	Hit	HfH
245.5	4.5	Hit	HfH
250.5	4.5	FA	FfM
255.5	4.5	FA	FfC
260.5	4.5	Hit	HfC
265.5	4.5	Hit	HfM
